stop_id,stop_name,lat,lon,stop_type,node_id
BS_1100_103900217,옥수역5.6번출구,37.5418,127.0169,bus,3851468260
BS_1100_103900218,옥수역2번출구,37.54181,127.01761,bus,3851466456
BS_1100_103900219,서울숲푸르지오아파트,37.54509,127.02385,bus,8168240443
BS_1100_103900233,성수역3번출구,37.54356,127.05669,bus,9994432318
BS_1100_103900235,한라시그마밸리,37.53991,127.05518,bus,3846729628
BS_1100_103900236,서울경찰청제6기동단,37.53999,127.05492,bus,3708974525
BS_1100_103900242,뚝섬서울숲,37.5438,127.03741,bus,10211528361
BS_1100_103900243,성수대교북단교차로,37.54432,127.03542,bus,732241260
BS_1100_103900246,마장역,37.56611,127.04265,bus,3832676328
BS_1100_103900247,마장역,37.56565,127.04239,bus,3832676328
BS_1100_103900248,언더스탠드애비뉴,37.54357,127.04278,bus,4011204255
BS_1100_103900249,성동구민체육센터,37.54514,127.04447,bus,13070402066
BS_1100_103900250,서울숲역,37.54364,127.04548,bus,9081846793
BS_1100_103900251,경일중고등학교,37.54232,127.04913,bus,11697186004
BS_1100_103900253,이마트.서울숲힐스테이트아파트,37.54048,127.05277,bus,4652843026
BS_1100_103900254,서울숲코오롱디지털타워2차,37.54141,127.05399,bus,2551966232
BS_1100_103900255,서울경찰청제6기동단,37.54008,127.05474,bus,2551966228
BS_1100_103900256,한라시그마밸리앞,37.53965,127.05532,bus,3846729633
BS_1100_103900257,성수역3번출구,37.54394,127.0571,bus,9994427107
BS_1100_103900258,서울숲코오롱디지털타워2차,37.54146,127.05385,bus,2551966232
BS_1100_103900259,이마트.서울숲힐스테이트아파트,37.54053,127.05257,bus,4652843026
BS_1100_103900261,현대그린아파트,37.54052,127.04962,bus,436839066
BS_1100_103900262,경일중고등학교,37.5425,127.04921,bus,4179011694
BS_1100_103900263,서울숲역,37.54387,127.04515,bus,4179011690
BS_1100_103900264,성동구민종합체육센터,37.54527,127.04452,bus,13070402066
BS_1100_103900265,언더스탠드애비뉴,37.54353,127.04255,bus,4011204255
BS_1100_103900266,옥정초등학교,37.54089,127.01542,bus,3807095862
BS_1100_103900267,e편한세상금호109동,37.5536,127.02202,bus,8142256170
BS_1100_103900268,왕십리자이아파트107동,37.55971,127.02597,bus,8212501459
BS_1100_103900269,왕십리KCC스위첸아파트,37.56046,127.02694,bus,3833114268
BS_1100_103900270,금호베스트빌아파트노인정앞,37.56187,127.02507,bus,3833114426
BS_1100_103900271,풍림아이원아파트후문,37.56019,127.02685,bus,3833114257
BS_1100_103900272,응봉역.광희중학교,37.55182,127.03545,bus,10132261068
BS_1100_103900273,대림강변타운아파트A상가,37.55468,127.03589,bus,2356306023
BS_1100_103900274,리버그린동아아파트정문,37.55349,127.03752,bus,4697491701
BS_1100_103900275,서울숲리버뷰자이아파트제2주차장,37.55635,127.03932,bus,8141473711
BS_1100_103900276,서울숲리버뷰자이아파트제2주차장,37.55629,127.03911,bus,9083521302
BS_1100_103900277,서울숲리버뷰자이아파트제1주차장,37.5542,127.03889,bus,8332919021
BS_1100_103900278,왕십리로교차로,37.55772,127.03894,bus,9083531554
BS_1100_103900279,왕십리로교차로,37.55777,127.03913,bus,3833006506
BS_1100_103900280,리버그린동아아파트,37.55334,127.03827,bus,9083531520
BS_1100_103900281,왕십리역6-1번출구,37.56099,127.03767,bus,2561199156
BS_1100_103900282,행당동서울숲더샵,37.5577,127.03988,bus,2843635273
BS_1100_103900283,한양대학교정문,37.55778,127.04212,bus,1981058727
BS_1100_103900284,한양대학교제2의학관,37.55882,127.04199,bus,4115424815
BS_1100_103900285,한양대학교병원본관1층,37.55946,127.0438,bus,1979137846
BS_1100_103900286,한양대학교병원응급실,37.5599,127.04449,bus,1979325244
BS_1100_103900287,한양대학교백남학술정보관,37.55773,127.04585,bus,1980984065
BS_1100_103900288,한양대학교생활과학대학,37.5568,127.0465,bus,1979334163
BS_1100_103900289,한양대학교종합기술연구원,37.55769,127.04607,bus,13637818761
BS_1100_103900290,한양대학교류마티스병원동관,37.55983,127.04475,bus,1979325244
BS_1100_103900291,한양대학교병원본관1층,37.55945,127.04357,bus,1979137846
BS_1100_103900292,한양대학교동문회관,37.55883,127.04173,bus,3832897082
BS_1100_103900293,한양대학교정문,37.55794,127.0418,bus,9808931737
BS_1100_103900294,행당동서울숲더샵,37.55807,127.04007,bus,2356300155
BS_1100_103900295,송정어린이집,37.549,127.06775,bus,9604558028
BS_1100_103900296,성수이비즈센터,37.54652,127.06325,bus,3785500255
BS_1100_103900297,경수중학교입구,37.54358,127.06038,bus,9579799168
BS_1100_103900298,성수역2번출구,37.54449,127.05738,bus,9579799123
BS_1100_103900299,경동초등학교입구,37.54583,127.05081,bus,3856575406
BS_1100_104900130,송정동자치회관,37.55074,127.06871,bus,7856245587
BS_1100_104900131,성수SKV1센터1동,37.54584,127.06579,bus,7856245617
BS_1100_105000004,신답초등학교.청계한신휴플러스,37.57175,127.04429,bus,12389288374
BS_1100_105000005,신답초등학교.청계한신휴플러스,37.57176,127.04473,bus,12389288374
BS_1100_105000229,동대문구청.용두역,37.57283,127.04015,bus,8574226733
BS_1100_105000454,논골신협.대림아파트후문,37.5577,127.02457,bus,436840037
BS_1100_105000455,마장동주민센터,37.56694,127.04455,bus,8497761823
BS_1100_105000458,응봉주민센터,37.554,127.0336,bus,7838649553
BS_1100_105000459,응봉주민센터,37.55344,127.03352,bus,7838649540
BS_1100_105000460,응봉현대아파트,37.55013,127.0309,bus,1708170479
BS_1100_105000461,응봉현대아파트,37.54976,127.0307,bus,4200524604
BS_1100_105000462,금호삼성래미안,37.54836,127.02754,bus,1665603597
BS_1100_105000463,금호삼성래미안,37.54788,127.02698,bus,3807096506
BS_1100_105000464,금호사거리,37.54818,127.025,bus,8489958120
BS_1100_105000465,금호사거리,37.54798,127.02419,bus,3848966650
BS_1100_105000466,금옥초등학교.금호대우아파트,37.54659,127.01865,bus,436836884
BS_1100_105000467,금옥초등학교.금호대우아파트,37.54647,127.01893,bus,436836884
BS_1100_105000468,옥수삼성아파트,37.54379,127.01461,bus,8488729629
BS_1100_105000469,옥수삼성아파트,37.54361,127.01481,bus,8488729624
BS_1100_105000470,옥정중학교,37.54097,127.01099,bus,436836861
BS_1100_105000471,옥정중학교,37.54125,127.0113,bus,436836861
BS_1100_105000472,왕십리역,37.56105,127.03698,bus,9369050247
BS_3100_103000001,답십리역사거리(중),37.56557,127.05425,bus,12389365915
BS_3100_103000002,청년회의소.서울새활용플라자(중),37.56198,127.06047,bus,10708182385
BS_3100_103000003,장한평역(중),37.5612,127.06622,bus,436875068
BS_3100_105000002,청년회의소(중),37.56192,127.06148,bus,10708071000
BS_3100_105000003,장한평역(중),37.56113,127.06703,bus,10708182310
BS_3100_105000004,신답초등학교.청계한신휴플러스(중),37.57172,127.0444,bus,12389288374
BS_3100_105000005,신답초등학교.청계한신휴플러스(중),37.57162,127.04493,bus,12389288374
RS_ACC1_S-1-0207,상왕십리,37.56435,127.02935,bus,11127349744
RS_ACC1_S-1-0208,왕십리,37.5612,127.0377,bus,2546485946
RS_ACC1_S-1-0209,한양대,37.55527,127.04366,bus,1979137840
RS_ACC1_S-1-0210,뚝섬,37.54718,127.04737,bus,8498978693
RS_ACC1_S-1-0211,성수,37.54458,127.05596,bus,2551966241
RS_ACC1_S-1-0244,용답,37.5619,127.0509,bus,2135060882
RS_ACC1_S-1-0245,신답,37.57004,127.04648,bus,2460188205
RS_ACC1_S-1-0324,금호,37.54803,127.01587,bus,4201516987
RS_ACC1_S-1-0325,옥수,37.54169,127.01728,bus,8222978370
RS_ACC1_S-1-1011,옥수,37.5405,127.01874,bus,3851466435
RS_ACC1_S-1-1012,응봉,37.54995,127.03454,bus,4697502663
RS_ACC1_S-1-1013,왕십리,37.5619,127.03834,bus,2546486123
RS_ACC1_S-1-1847,서울숲,37.54362,127.04471,bus,9081846792
RS_ACC1_S-1-2539,신금호,37.55455,127.02033,bus,436827118
RS_ACC1_S-1-2540,행당,37.55732,127.02948,bus,1717116285
RS_ACC1_S-1-2541,왕십리,37.56198,127.03734,bus,8332919105
RS_ACC1_S-1-2542,마장,37.5661,127.04297,bus,3832676347
RS_ACC1_S-1-2543,답십리,37.56675,127.0527,bus,10708182321
RS_ACC1_S-1-2544,장한평,37.56144,127.06462,bus,13399414277
RS_ACC4_130070,옥수,37.54066,127.01873,bus,3851466435
RS_ACC4_130104,왕십리,37.56207,127.03848,bus,9083521278
