집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops
1104067040003,623.9,127.05052275367478,37.53439179760168,104,90
1104067040004,25.8,127.05224444540876,37.53804935190181,107,92
1104067040005,988.7,127.053971138094,37.537763185102385,108,94
1104067040101,544.2,127.0519538776556,37.53357206024032,0,0
1104067040201,405.5,127.05098294757715,37.536389360795425,104,90
1104068010004,1137.7,127.05481343450384,37.54934401532432,139,99
1104068010006,3.4,127.05628217127318,37.54663024963194,127,99
1104068010001,382.0,127.05262212804357,37.54967446094849,165,98
1104068010003,220.4,127.05340937825794,37.54886072822216,146,99
1104068010002,1925.4,127.0535827395243,37.54653903757426,130,98
1104068010005,754.5,127.05624152990264,37.548221002326414,122,99
1104068010101,502.3,127.05614123792738,37.54714960855138,127,99
1104068010103,573.3,127.05711693110042,37.54740903778673,116,100
1104068010102,642.1,127.05716677779964,37.54689212359867,115,100
1104068010104,386.7,127.05627292919128,37.54796042868696,122,99
1104068010201,20.7,127.05551152024428,37.54598249091236,117,99
1104068010203,469.9,127.05632867947811,37.54570094601138,111,99
1104068010202,42.6,127.05602219234648,37.54659059621751,126,99
1104068010301,10.5,127.0517533325596,37.548445635820904,159,98
1104068020002,912.3,127.06166324119248,37.54390369521867,108,100
1104068020001,10281.8,127.06205362777476,37.546554100226544,102,98
1104068020101,2094.6,127.06540623802624,37.545416349741906,88,85
1104068020301,219.4,127.05977211460444,37.54663600981234,109,100
1104068030003,897.5,127.05430081380848,37.544244639008454,118,98
1104068030002,404.2,127.05328980192913,37.5438675673003,126,98
1104068030001,670.7,127.05078768648706,37.54464346819336,140,95
1104068030101,3.3,127.05314120009211,37.54368330519074,126,98
1104068040001,294.4,127.06005550995236,37.54220476701404,107,99
1104069010009,568.9,127.07223355777944,37.55890835173092,23,23
1104069010008,733.2,127.06673988220216,37.55040294958318,77,72
1104069010006,705.7,127.06689102911034,37.55126570722243,69,67
1104069010001,347.8,127.07026406441136,37.55428760820733,39,35
1104069010003,367.5,127.06574775024464,37.551530189559585,81,77
1104069010002,704.9,127.06861743971312,37.55156005346737,61,56
1104069010005,849.8,127.07177709463195,37.556631558779785,31,29
1104069010004,1046.2,127.07059193941872,37.557422473125165,31,28
1104069010007,454.5,127.0675306110452,37.5497047721624,69,67
1104069010012,328.9,127.06785815630016,37.55222364054608,66,60
1104069010011,948.3,127.06792966131816,37.5505814226924,68,64
1104069010014,197.4,127.06733919171825,37.553411990412506,55,51
1104069010013,451.4,127.06825374606562,37.554692743681706,12,0
1104069010010,588.1,127.06954952972656,37.55497243263847,35,33
1104069010101,520.4,127.07052706439416,37.55570543195329,33,33
1104069010102,442.2,127.06993672903748,37.556382807591,33,33
1104069010201,431.0,127.06909532832452,37.55254899944965,55,54
1104069010202,12.9,127.06940521474232,37.55322151091737,45,41
1104069020001,3.1,127.06317395117595,37.548861892649064,94,90
1104069020004,57.5,127.064481638324,37.54961793437435,89,86
1104069020005,718.1,127.0555894368475,37.55049707659016,147,100
1104069020002,13.8,127.06604485826934,37.54939208715305,83,80
1104069020003,11.6,127.06641868350016,37.548709470181954,84,78
1104070010004,1294.9,127.0579559419022,37.56175629449497,64,13
1104070010001,487.3,127.06962539732656,37.55898266721672,9,0
1104070010003,71.6,127.06273411416711,37.561341428772984,31,13
1104070010002,3818.8,127.061611014963,37.5560305110464,22,0
1104070020025,325.9,127.05261164699836,37.56192079225632,118,13
1104070020022,591.7,127.05258837279548,37.56464841638034,95,13
1104070020023,263.7,127.05155091915891,37.565851651260125,96,13
1104070020020,408.4,127.05096766151456,37.56477170030061,113,13
1104070020021,433.5,127.05385569915816,37.56172160461722,115,13
1104070020008,161.4,127.05424616766184,37.56122007754328,107,13
1104070020009,1037.7,127.05380883670446,37.562875585167546,110,13
1104070020016,240.5,127.04891735006078,37.56626638827937,88,0
1104070020017,251.5,127.0553448900619,37.56374117193607,95,13
1104070020014,224.6,127.05194799309656,37.563097776110766,133,13
1104070020015,241.6,127.04869600665224,37.56716415066661,88,0
