집계구코드,tarr_h14,residential_pop,mean_svf,mean_canopy,mean_bld_H,mean_road_W,hw_ratio,hot_link_ratio,n_links
1104052010501,85.11,813.5,0.3413,0.0,16.0,5.0,3.2,0.0,4
1104052010502,84.68,537.2,0.45125,0.0,11.25,5.5,2.061,0.0,8
1104052010901,100.0,1010.2,0.14336666666666667,0.0,36.0,5.0,7.2,0.0,6
1104052010903,100.0,443.4,0.33875,0.0,20.675,5.25,4.06825,0.25,8
1104052010902,100.0,398.8,0.13585,0.0,37.8,5.0,7.5600000000000005,0.0,4
1104054010001,100.0,381.6,0.6494130434782609,0.0,7.98695652173913,7.717391304347826,1.4628913043478262,0.6304347826086957,92
1104054010003,100.0,956.1,0.6115383720930233,0.0,7.562790697674418,6.023255813953488,1.442127906976744,0.5813953488372093,172
1104054010002,100.0,761.5,0.573705,0.0,8.58,6.1,1.55275,0.45,80
1104054010004,98.43,666.6,0.59964,0.0,8.61,6.9,1.435,0.45,40
1104054010103,78.85,6.3,0.2687833333333333,0.0,19.716666666666665,5.166666666666667,4.867166666666667,0.16666666666666666,12
1104054010102,79.44,464.9,0.11496923076923078,0.0,53.41538461538461,6.0,8.90276923076923,0.0,20
1104054010101,81.2,226.6,0.156375,0.0,32.4,5.25,8.64375,0.0,8
1104054010302,100.0,471.7,0.1322,0.0,45.0,6.0,7.5,0.0,2
1104054010705,100.0,236.2,0.8790111111111112,0.0,2.4222222222222225,5.666666666666667,0.4315555555555555,0.8888888888888888,18
1104054010704,100.0,188.0,0.40645,0.0,29.7,4.5,5.2,0.5,4
1104054010706,99.16,154.3,1.0,0.0,0.0,5.0,0.0,1.0,6
1104054020008,100.0,112.9,0.63985,0.0,7.3,6.0,1.216625,0.75,16
1104054020009,100.0,91.1,0.6879657142857143,0.0,5.291428571428571,5.142857142857143,1.1294285714285714,0.8,70
1104054020010,97.58,951.4,0.36454,0.0,18.233333333333334,6.5,3.6209333333333333,0.1,60
1104054020006,100.0,268.4,0.5384777777777778,0.0,8.083333333333334,5.166666666666667,1.7981666666666665,0.6111111111111112,36
1104054020007,98.14,280.2,0.5866818181818182,0.0,8.145454545454545,6.363636363636363,1.5875454545454546,0.6363636363636364,22
1104054020004,100.0,24.6,0.7309555555555556,0.0,7.211111111111112,6.777777777777778,1.578,0.8888888888888888,18
1104054020005,100.0,209.2,0.7409121212121211,0.0,5.333333333333333,5.96969696969697,0.9078181818181817,0.9090909090909091,63
1104054020002,100.0,724.6,0.793003125,0.0,4.09375,5.25,0.7675,0.90625,48
1104054020003,97.97,571.0,0.5608,0.0,8.823529411764707,7.294117647058823,1.8098823529411765,0.47058823529411764,34
1104054020001,100.0,156.6,0.7030849056603774,0.0,5.630188679245283,5.69811320754717,1.1044528301886793,0.9056603773584906,106
1104054030001,100.0,201.9,0.5590090909090909,0.0,8.736363636363636,6.0,1.6636363636363638,0.45454545454545453,22
1104054030006,100.0,884.9,0.6706333333333333,0.0,7.214814814814814,7.222222222222222,1.2497037037037035,0.6666666666666666,54
1104054030005,100.0,828.7,0.73758,0.0,7.340000000000001,8.1,0.9247,1.0,20
1104054030004,100.0,1090.4,0.6276,0.0,10.005263157894737,7.842105263157895,2.056263157894737,0.5789473684210527,38
1104054030003,100.0,613.8,0.6376352941176471,0.0,6.547058823529412,5.0,1.4235882352941176,0.7058823529411765,34
1104054030002,100.0,272.8,0.5932615384615384,0.0,8.784615384615385,6.461538461538462,1.5146153846153845,0.38461538461538464,26
1104054030104,100.0,35.5,0.6606,0.0,6.8,6.0,1.133,1.0,2
1104054030103,100.0,1261.4,0.71495,0.0,4.300000000000001,4.5,0.9835,1.0,4
1104054040001,81.14,680.3,0.44996666666666674,0.0,11.066666666666666,5.428571428571429,2.399809523809524,0.3333333333333333,36
1104054040002,82.06,489.6,0.5044315789473683,0.0,10.299999999999999,5.842105263157895,1.8087894736842103,0.10526315789473684,38
1104054040003,100.0,768.8,0.5097809523809523,0.0,10.011904761904763,5.714285714285714,2.105309523809524,0.47619047619047616,84
1104054040201,81.33,351.5,0.29301666666666665,0.0,24.616666666666664,6.0,5.684666666666668,0.0,12
1104054040301,81.39,378.1,0.48085,0.0,11.0,6.0,1.8335,0.0,4
1104055010004,84.15,1308.6,0.4119055555555555,0.0,11.43888888888889,5.083333333333333,2.4935,0.1111111111111111,72
1104055010001,84.59,412.3,0.6729739130434783,0.01318913043478261,6.602173913043478,7.0,1.1970217391304347,0.5434782608695652,92
1104055010003,83.85,603.9,0.3728047619047619,0.0,13.314285714285715,5.190476190476191,3.0857142857142854,0.0,42
1104055010002,82.77,940.1,0.4168785714285714,0.0,12.585714285714285,5.785714285714286,2.254857142857143,0.0,28
1104055010005,82.59,1013.2,0.32025,0.0,18.42,5.2,4.296166666666666,0.0,60
1104055020009,74.56,259.6,0.4202482142857143,2.3214285714285715e-05,14.726785714285715,5.892857142857143,3.1226785714285716,0.23214285714285715,112
1104055020010,79.74,664.0,0.5726,0.0,6.125,4.5,1.575,0.5,8
1104055020011,100.0,1015.5,0.6342068965517241,0.0,5.3310344827586205,4.724137931034483,1.321206896551724,0.5862068965517241,58
1104055020012,100.0,431.7,0.445,0.0,9.647368421052631,4.126315789473685,2.775136842105263,0.2736842105263158,178
1104055020006,82.02,1443.5,0.4819495145631068,0.0034184466019417476,12.918446601941747,5.145631067961165,3.0444174757281552,0.3592233009708738,194
1104055020007,100.0,301.4,0.49819285714285716,0.0,8.407142857142857,4.928571428571429,1.9130714285714288,0.42857142857142855,28
1104055020004,100.0,473.5,0.5848833333333333,0.0,5.966666666666666,4.5,1.5278333333333334,0.5,12
1104055020005,100.0,612.7,0.52178,0.0,7.366666666666666,4.6,1.7455999999999998,0.4,30
1104055020002,73.87,901.0,0.4971851851851852,0.0005666666666666666,10.520987654320988,4.555555555555555,2.6149506172839505,0.38271604938271603,162
1104055020003,100.0,171.1,0.6277380952380953,0.0,5.747619047619048,5.761904761904762,1.3531428571428572,0.47619047619047616,42
1104055020001,100.0,200.4,0.588864705882353,0.0,7.488235294117647,5.470588235294118,1.677941176470588,0.6470588235294118,34
1104055020014,100.0,469.1,0.63708,0.0,6.3533333333333335,5.4,1.2567333333333333,0.8,30
1104055020008,100.0,417.4,0.554078947368421,0.0,6.268421052631578,4.315789473684211,1.743842105263158,0.5789473684210527,38
1104055020201,75.01,556.7,0.19665,0.0003,21.05,4.0,5.0835,0.0,4
1104055020301,76.03,496.5,0.6013695652173913,0.012356521739130434,14.634782608695653,5.130434782608695,3.3158260869565215,0.5217391304347826,46
1104055030002,100.0,1833.2,0.7631018867924528,0.015090566037735849,5.40566037735849,8.09433962264151,0.941754716981132,0.7358490566037735,106
1104055030001,100.0,454.5,0.6186454545454545,0.0,7.3,5.7272727272727275,1.3484545454545456,0.6363636363636364,22
1104055030103,99.23,356.2,0.22376666666666667,0.0034333333333333334,45.1,4.0,14.561333333333332,0.0,6
1104055030102,84.57,12.4,0.8802999999999999,0.00166,3.6,6.6,0.45,1.0,10
1104055030101,82.02,836.5,0.829575,0.015595000000000001,5.720000000000001,7.85,1.2310500000000002,0.85,40
1104056010001,84.08,870.9,0.5056726708074534,0.0025,22.931055900621118,6.180124223602484,4.617782608695652,0.45962732919254656,310
1104056010101,85.62,203.9,0.20333333333333334,0.0,26.75,4.666666666666667,6.227833333333333,0.0,12
1104056010103,85.55,691.3,0.24959444444444445,0.0,35.42777777777778,4.722222222222222,8.541111111111112,0.16666666666666666,36
1104056010102,86.05,270.1,0.6405382352941177,0.0,11.214705882352941,6.323529411764706,2.228176470588235,0.5294117647058824,68
1104056010201,83.01,5.5,0.5567666666666667,0.0,13.366666666666667,6.0,2.2276666666666665,0.6666666666666666,6
1104056020006,100.0,199.9,0.611576923076923,0.0,9.1,7.384615384615385,1.3660769230769232,0.5384615384615384,26
1104056020004,70.91,239.7,0.611625,0.0,7.825,6.0,1.304125,0.75,16
1104056020005,100.0,175.0,0.58766,0.0,8.3,6.0,1.3834,0.7,20
1104056020002,100.0,3465.5,0.6099212121212122,0.0,8.118181818181817,6.484848484848484,1.488909090909091,0.6363636363636364,66
1104056020003,67.63,464.2,0.6691613636363637,0.022727272727272728,11.072727272727272,8.0,1.8755000000000002,0.5681818181818182,88
1104056020001,68.0,404.2,0.48267333333333334,0.0,11.76,5.933333333333334,2.065,0.26666666666666666,30
1104056030007,100.0,425.4,0.6155333333333334,0.0,7.733333333333333,6.0,1.289,0.6666666666666666,6
1104056030006,78.51,253.2,0.6082615384615384,0.0,8.207692307692309,6.769230769230769,1.3573076923076923,0.6923076923076923,26
1104056030004,100.0,1086.0,0.6368795918367347,0.0,11.008163265306122,4.591836734693878,3.0053673469387756,0.5918367346938775,98
1104056030003,100.0,253.5,0.6326090909090909,0.0,7.390909090909091,6.0,1.231818181818182,0.8181818181818182,22
1104056030002,68.66,9048.3,0.5849632911392405,0.006207594936708861,7.4949367088607595,6.1265822784810124,1.6860632911392406,0.5063291139240507,158
1104056030001,100.0,651.9,0.1177,0.0,50.6,6.0,8.433,0.0,2
1104056030108,74.26,1210.9,0.1104,0.0,54.0,6.0,9.0,0.0,2
1104056030107,75.31,32.8,0.08644285714285714,0.0,58.84285714285714,5.0,11.768571428571429,0.0,14
1104056030106,75.21,34.3,0.22888571428571428,0.0,42.57142857142857,5.285714285714286,8.423857142857143,0.0,14
1104056030105,73.97,861.3,0.3530923076923077,0.0,36.26923076923077,6.769230769230769,7.638461538461538,0.23076923076923078,26
1104056030104,74.77,58.2,0.0739,0.0,67.5,5.0,13.5,0.0,4
1104056030103,74.01,47.3,0.14156666666666667,0.0,47.06666666666666,5.333333333333333,9.157666666666666,0.0,6
1104056030102,74.69,1568.9,0.07469999999999999,0.0,66.75,5.0,13.35,0.0,4
1104056030101,75.11,290.1,0.1168,0.0,48.0,5.5,8.9,0.0,4
1104057010001,100.0,758.7,0.5474153846153846,0.0,9.815384615384614,6.461538461538462,1.564076923076923,0.38461538461538464,26
1104057010003,75.22,285.7,0.542475,0.0,9.4125,6.0,1.568875,0.375,16
1104057010002,86.34,947.4,0.52593,0.0,9.9,6.0,1.6501000000000001,0.3,20
1104057010115,81.73,491.6,0.1538,0.00425,32.65,5.0,6.53,0.0,4
1104057010114,79.52,689.6,0.1104,0.0,45.0,5.0,9.0,0.0,4
1104057010117,79.31,149.9,0.1104,0.0,45.0,5.0,9.0,0.0,4
1104057010101,78.73,794.0,0.1104,0.0,45.0,5.0,9.0,0.0,4
1104057010103,81.73,413.8,0.1104,0.0,45.0,5.0,9.0,0.0,2
1104057010102,77.48,1295.4,0.4034,0.0,20.166666666666668,7.333333333333333,3.7223333333333333,0.3333333333333333,6
1104057010105,79.53,374.9,0.11320000000000001,0.0,44.0,5.0,8.799999999999999,0.0,9
1104057010104,80.82,212.3,0.1449,0.0,38.625,5.0,7.725,0.0,8
1104057010107,81.73,536.5,0.1226,0.0,40.9,5.0,8.18,0.0,4
1104057010106,81.46,836.4,0.254775,0.0,23.1,5.25,4.50825,0.0,8
1104057010119,77.82,38.3,0.1104,0.0,45.0,5.0,9.0,0.0,6
1104057010118,78.99,307.9,0.181075,0.0,36.375,5.25,7.154249999999999,0.0,8
1104057010108,80.8,786.7,0.11039999999999998,0.0,45.0,5.0,9.0,0.0,11
1104057010109,80.49,117.2,0.1104,0.0,45.0,5.0,9.0,0.0,4
1104057010111,77.55,24.6,0.1179,0.0,42.55,5.0,8.51,0.0,8
1104057010112,77.59,940.5,0.1104,0.0,45.0,5.0,9.0,0.0,6
1104057010201,78.91,591.9,0.4626,0.0,11.5,6.0,1.917,0.0,2
1104057020002,69.92,13.2,0.6387518518518519,0.0,8.251851851851852,4.407407407407407,1.6394814814814813,0.4074074074074074,54
1104057020001,69.2,339.4,0.5489538461538461,0.0,8.934615384615386,6.038461538461538,1.9138076923076923,0.46153846153846156,52
1104057020104,70.09,625.2,0.19,0.0,31.0,6.0,5.167,0.0,2
1104057020102,69.63,363.6,0.1104,0.0,45.0,5.0,9.0,0.0,6
1104057020103,70.53,642.4,0.11477777777777777,0.0,43.666666666666664,5.0,8.733333333333333,0.0,18
1104057020101,70.45,964.7,0.17276666666666665,0.0,29.8,5.0,6.343333333333334,0.0,12
1104057020202,69.76,648.3,0.17496,0.0,30.560000000000002,5.2,5.9054,0.0,10
1104057020203,68.97,515.6,0.1592,0.0,31.0,5.0,6.2,0.0,2
1104057020201,68.97,10.7,0.16190000000000002,0.0,33.43333333333333,5.333333333333333,6.366666666666666,0.0,6
1104057020306,75.61,210.8,0.0816,0.0,61.73333333333333,5.0,12.346666666666666,0.0,6
1104057020307,75.84,273.1,0.0693,0.0,72.0,5.0,14.4,0.0,4
1104057020304,75.46,244.4,0.11547999999999999,0.0,59.6,5.2,11.788,0.0,10
1104057020305,76.1,5.2,0.06773333333333333,0.0,73.66666666666667,5.0,14.733333333333334,0.0,6
1104057020302,73.11,6.2,0.07118333333333333,0.0,71.2,5.0,14.24,0.0,12
1104057020303,74.95,20.5,0.07665,0.0,65.25,5.0,13.05,0.0,4
1104057020301,76.72,1465.3,0.0824,0.0,62.6,5.0,12.52,0.0,4
1104057020312,75.95,474.1,0.333,0.0,36.6,7.333333333333333,6.97,0.3333333333333333,6
1104057020313,75.47,244.4,0.23106,0.0,43.239999999999995,6.4,8.403,0.2,10
1104057020314,77.36,750.6,0.6402,0.0,7.2,6.0,1.2,1.0,2
1104057020315,72.64,939.4,0.10861666666666665,0.0,51.583333333333336,4.5,10.766666666666666,0.0,12
1104057020308,77.36,538.3,0.067025,0.0,63.6,4.0,16.29325,0.0,8
1104057020309,73.81,330.5,0.06695999999999999,0.0,74.5,5.0,14.9,0.0,10
1104057020310,76.11,615.7,0.0693,0.0,72.0,5.0,14.4,0.0,6
1104057020311,75.76,1.2,0.293525,0.0,42.375,8.5,7.25,0.25,8
1104057020403,99.19,45.8,0.3541,0.0,16.55,5.5,3.1334999999999997,0.0,4
1104057020401,69.2,10.1,0.2316,0.0,21.0,5.0,4.2,0.0,2
1104057020402,99.19,149.5,0.5784,0.0,8.7,6.0,1.4500000000000002,0.5,4
1104058010001,100.0,192.6,0.4919361111111111,0.0,9.966666666666667,5.444444444444445,2.1933333333333334,0.4166666666666667,72
1104058010106,74.85,308.5,0.08522222222222223,0.0,61.166666666666664,5.111111111111111,12.059222222222223,0.0,18
1104058010101,74.59,321.3,0.08076666666666667,0.0,56.93333333333334,4.666666666666667,12.966666666666667,0.0,6
1104058010103,75.98,535.6,0.0739,0.0,67.57142857142857,5.0,13.514285714285716,0.0,11
1104058010102,77.28,670.4,0.33045555555555556,0.0,30.227777777777778,5.277777777777778,6.0,0.05555555555555555,33
1104058010105,75.37,413.2,0.0723,0.0,69.0,5.0,13.8,0.0,10
1104058010104,74.62,343.0,0.5307166666666666,0.0,29.5,9.833333333333334,8.433333333333334,0.5,12
1104058010107,76.03,582.9,0.080625,0.0,62.225,5.0,12.445,0.0,8
1104058010201,77.38,2.4,0.23781999999999998,0.0,34.38,5.2,7.434,0.2,10
1104058010202,77.27,3.2,0.08566666666666667,0.0,66.0,5.333333333333333,12.666666666666666,0.0,6
1104058020004,70.58,8.8,0.4783888888888889,0.0,11.033333333333333,6.0,1.8387777777777776,0.0,18
1104058020005,71.55,216.0,0.4981166666666667,0.0,10.466666666666667,6.0,1.7445000000000002,0.0,12
1104058020002,72.52,1077.9,0.40195714285714285,0.0,10.700000000000001,4.857142857142857,2.807,0.0,14
1104058020003,71.98,10.1,0.48306000000000004,0.0,10.24,5.7,1.8782,0.0,20
1104058020001,73.2,930.8,0.464825,0.0,11.95,6.0,1.99175,0.0,16
1104058020102,97.06,34.4,0.47913076923076925,0.0,16.9,4.615384615384615,4.18076923076923,0.46153846153846156,26
1104058020101,96.67,635.0,0.217275,0.00275,36.5,6.75,6.71675,0.0,8
1104058020201,79.3,28.7,0.3118666666666667,0.0,28.0,6.0,4.666666666666667,0.3333333333333333,6
1104058020203,74.63,335.8,0.20376,0.0,28.080000000000002,5.6,5.0268,0.0,7
1104058020304,100.0,1063.6,0.16252499999999998,0.0,30.95,5.0,6.1899999999999995,0.0,8
1104058020302,100.0,1018.9,0.21863636363636363,0.0,26.354545454545452,5.181818181818182,5.1303636363636365,0.0,19
1104058020303,100.0,783.6,0.1498,0.0,33.0,5.0,6.6,0.0,2
1104058020301,100.0,995.3,0.27968571428571426,0.0,22.642857142857142,5.428571428571429,4.341,0.0,14
1104058030003,100.0,565.5,0.8223717948717948,0.0,3.6,5.282051282051282,0.6166666666666667,0.8974358974358975,72
1104058030002,100.0,287.7,0.7218636363636364,0.0,5.8522727272727275,4.818181818181818,1.1344318181818183,0.7727272727272727,88
1104058030001,100.0,291.3,0.6369238095238096,0.0,7.328571428571429,6.142857142857143,1.2725714285714287,0.7619047619047619,42
1104058030105,99.21,17.6,0.11946666666666667,0.0,42.0,5.0,8.4,0.0,6
1104058030104,99.19,76.8,0.21509999999999999,0.0,27.366666666666664,5.0,5.473333333333334,0.0,6
1104058030103,96.89,6.8,0.1104,0.0,45.0,5.0,9.0,0.0,2
1104058030102,99.24,124.1,0.22944444444444445,0.0,35.333333333333336,4.888888888888889,7.644444444444444,0.1111111111111111,18
1104058030101,99.18,17.2,0.39435,0.0,23.033333333333335,5.611111111111111,5.023611111111111,0.2777777777777778,36
1104058030106,99.26,15.1,0.1229,0.0,40.8,5.0,8.16,0.0,4
1104059010001,95.21,3530.6,0.7037125,0.0175375,13.375,10.0,1.827,0.75,16
1104059020004,98.76,14.1,0.567475,0.015799999999999998,9.4375,6.75,1.4875,0.125,16
1104059020005,94.64,862.9,0.8718170212765958,0.001625531914893617,2.928723404255319,3.797872340425532,0.7233297872340425,0.8617021276595744,148
1104059020002,99.51,3.9,0.5154363636363636,0.0,9.963636363636365,6.0,1.6605454545454548,0.0,16
1104059020003,99.52,3.7,0.5199,0.0094,9.9,6.0,1.65,0.0,2
1104059020001,98.78,11.2,0.49984285714285714,0.0178,12.0,6.857142857142857,1.738,0.0,14
1104059030002,71.82,17.5,0.7886365853658537,0.0,4.148780487804878,3.951219512195122,0.8837560975609756,0.6585365853658537,82
1104059030001,100.0,1150.2,0.5659357142857143,0.0014714285714285714,11.4,6.357142857142857,1.9837142857142855,0.5,28
1104059030103,100.0,1603.8,0.443075,0.0,13.05,6.0,2.175,0.25,8
1104059030102,100.0,50.0,0.5538,0.002875,20.25,8.25,4.875,0.5,8
1104059030207,78.6,1266.5,0.08507272727272729,0.0,58.81818181818182,5.0,11.763636363636364,0.0,22
1104059030205,82.11,57.5,0.3832703703703704,0.002611111111111111,29.414814814814818,4.962962962962963,7.1247037037037035,0.2962962962962963,54
1104059030204,84.75,46.8,0.09096666666666668,0.0,55.5,5.0,11.1,0.0,6
1104059030203,84.75,9.9,0.10710000000000001,0.0,50.6,5.0,10.12,0.0,6
1104059030202,79.62,244.4,0.13340000000000002,0.0,48.74444444444444,5.111111111111111,9.702555555555556,0.0,18
1104059030201,82.47,528.9,0.24465555555555554,0.01365925925925926,48.32222222222222,5.518518518518518,9.64714814814815,0.18518518518518517,38
1104059030213,84.54,394.9,0.38866666666666666,0.0,40.0,5.0,8.0,0.3333333333333333,6
1104059030212,83.18,8.7,0.083,0.0,60.0,5.0,12.0,0.0,6
1104059030209,79.5,20.2,0.083,0.0,60.0,5.0,12.0,0.0,8
1104059030208,85.58,272.6,0.3032142857142857,0.0,36.971428571428575,7.0,7.0442857142857145,0.2857142857142857,14
1104059030211,80.19,486.8,0.19891428571428574,0.0,51.857142857142854,5.142857142857143,10.357142857142858,0.14285714285714285,14
1104059030210,79.0,1058.5,0.23208333333333334,0.0,43.300000000000004,3.8333333333333335,11.898833333333334,0.16666666666666666,12
1104062010001,100.0,1452.5,0.7571,0.0,5.185714285714285,6.0,0.8642857142857142,1.0,14
1104062010003,100.0,43.1,0.8094333333333333,0.039266666666666665,5.675,10.0,0.7201666666666666,0.8333333333333334,24
1104062010002,100.0,943.9,0.7210875,0.012587500000000001,6.475,7.125,0.9742500000000001,1.0,16
1104062010004,100.0,313.5,0.6695,0.0,6.688888888888889,6.0,1.1147777777777776,1.0,18
1104062010101,100.0,273.8,0.49870000000000003,0.034,11.35,6.0,1.8920000000000001,0.5,4
1104062020002,100.0,5.8,0.5504333333333333,6.666666666666667e-05,9.333333333333334,6.0,1.5553333333333335,0.6666666666666666,6
1104062020001,100.0,864.9,0.820425,0.011325,5.9,11.5,0.796,0.75,8
1104062020201,99.36,1078.2,0.21332857142857145,0.003457142857142857,31.25714285714286,5.285714285714286,6.062428571428571,0.0,14
1104062030003,97.74,35.3,0.6525058823529413,0.00731764705882353,10.047058823529412,8.117647058823529,1.4848235294117647,0.7058823529411765,34
1104062030002,100.0,273.6,0.7658166666666667,0.005158333333333333,7.391666666666667,9.5,0.85075,1.0,24
1104062030001,100.0,1163.0,0.7957490196078431,0.010650980392156863,6.2215686274509805,8.117647058823529,0.8342352941176471,0.803921568627451,102
1104062030107,97.65,0.8,0.6854,0.0,6.4,6.0,1.067,1.0,2
1104062030106,99.02,273.7,0.4235,0.0,23.55,5.5,4.614999999999999,0.5,4
1104062030104,97.48,115.0,0.48160000000000003,0.0,23.799999999999997,8.5,4.305,0.5,4
1104062030102,100.0,32.5,0.10835,0.0,54.55,5.5,10.2165,0.0,4
1104062030101,97.01,318.2,0.1061,0.0,56.25,6.0,9.375,0.0,4
1104062030205,97.66,130.9,0.3694181818181818,0.017027272727272728,29.636363636363637,6.818181818181818,4.880272727272727,0.2727272727272727,22
1104062030204,97.49,250.3,0.14528333333333335,0.0,36.083333333333336,5.0,7.216666666666666,0.0,12
1104062030203,97.58,22.3,0.1015,0.0,49.0,5.0,9.8,0.0,2
1104062030202,100.0,1053.6,0.5544428571428571,0.0,19.542857142857144,6.571428571428571,3.494285714285714,0.42857142857142855,14
1104062030201,97.5,23.8,0.15788333333333335,0.0,32.86666666666667,5.0,6.573333333333333,0.0,12
1104062030303,97.69,391.1,0.1953,0.001757142857142857,37.285714285714285,7.571428571428571,5.364,0.0,14
1104065010001,81.77,500.9,0.3872,0.0,14.3,6.0,2.383,0.0,2
1104065010002,97.32,756.7,0.5929599999999999,0.0,10.09,7.5,1.4282,0.6,20
1104065010201,77.13,452.9,0.4597,0.004,16.7,9.0,2.054,0.0,4
1104065020004,97.84,0.5,0.4823,0.0,25.25,14.0,1.823,0.0,4
1104065020002,97.49,22.1,0.5529,0.0,9.120000000000001,6.0,1.5199,0.3,20
1104065020003,97.43,232.9,0.5851823529411765,0.00027647058823529415,9.576470588235296,6.882352941176471,1.4389705882352941,0.4411764705882353,68
1104065020001,80.23,1150.2,0.59864375,0.0,10.84375,9.375,1.6823125,0.5,32
1104065020201,77.22,19.7,0.2515,0.0,16.75,4.25,4.4,0.0,8
1104065020202,78.06,81.3,0.29192999999999997,0.0,18.3,5.1,3.6067,0.0,20
1104065020302,97.52,202.6,0.2747,0.0,21.0,6.0,3.5,0.0,2
1104065020301,99.12,95.5,0.321,0.0,17.7,6.0,2.95,0.0,2
1104065030006,100.0,30.2,0.6554333333333333,0.0,6.933333333333334,6.0,1.1556666666666666,1.0,6
1104065030005,100.0,427.5,0.596311111111111,0.0,7.7333333333333325,5.666666666666667,1.5,0.7777777777777778,18
1104065030004,100.0,305.0,0.6784,0.0,6.9799999999999995,6.6,1.0943999999999998,1.0,10
1104065030003,100.0,668.3,0.6141333333333333,0.0,7.699999999999999,6.0,1.2836666666666667,1.0,6
1104065030002,100.0,5.0,0.6424857142857142,0.0,7.3428571428571425,6.0,1.223857142857143,0.8571428571428571,14
1104065030001,100.0,2295.3,0.9391508078994614,0.0019597845601436264,1.966786355475763,4.95870736086176,0.44628904847396766,0.9174147217235189,1074
1104065030201,100.0,2.2,0.175,0.0,33.8,6.0,5.633,0.0,2
1104065040004,100.0,132.2,0.53022,0.0,10.360000000000001,6.0,1.7266,0.4,10
1104065040001,100.0,78.6,0.6608333333333333,0.0,6.833333333333333,6.0,1.1386666666666667,1.0,6
1104065040002,100.0,480.6,0.6832100000000001,0.0,7.4799999999999995,7.2,1.0789,1.0,20
1104065040003,100.0,396.4,0.64562,5e-05,7.115,6.05,1.2140499999999999,0.7,40
1104065040101,100.0,1100.5,0.5645,0.0,30.75,12.0,3.844,0.5,4
1104065040102,99.04,629.9,0.1237,0.0,40.1,5.0,8.02,0.0,2
1104065040201,97.56,456.5,0.38355,0.0,22.75,8.5,3.6165000000000003,0.5,4
1104065040202,99.2,352.8,0.14063333333333333,0.0,35.22222222222222,5.0,7.044444444444444,0.0,12
1104066010003,84.36,560.4,0.5306285714285714,0.0,12.714285714285714,7.428571428571429,1.9227142857142856,0.42857142857142855,14
1104066010002,79.38,30.7,0.4873090909090909,0.0,10.863636363636363,6.0,1.8106363636363638,0.0,22
1104066010005,78.68,28.3,0.5304714285714286,0.0,9.685714285714285,6.0,1.6142857142857143,0.14285714285714285,14
1104066010004,72.28,70.2,0.3662714285714285,0.0,15.014285714285714,5.857142857142857,2.571,0.0,14
1104066010007,80.63,20.5,0.530775,0.008175,11.333333333333334,7.166666666666667,1.75875,0.16666666666666666,24
1104066010006,69.69,992.0,0.44017142857142855,0.00075,14.221428571428572,6.428571428571429,2.278642857142857,0.07142857142857142,28
1104066010009,83.31,457.1,0.5935280000000001,0.0060680000000000005,9.948,8.0,1.454,0.32,50
1104066010008,75.51,856.5,0.3791,0.0,21.833333333333332,9.333333333333334,2.5626666666666664,0.0,6
1104066010010,81.56,36.8,0.5771857142857143,0.0,8.700000000000001,6.0,1.45,0.42857142857142855,14
1104066010001,99.5,85.6,0.876084375,0.00960625,4.575,10.65625,0.5876875,0.875,64
1104066010104,80.64,272.9,0.15914,0.0,42.260000000000005,5.2,8.344,0.0,10
