집계구코드,residential_pop,lon,lat,a_classic,a_thermal_h10,a_thermal_h13,a_thermal_h14,aal_h10,tarr_h10,aal_h13,tarr_h13,aal_h14,tarr_h14,category
1104057020309,330.5,127.02771619409744,37.55497657788918,235.9299,235.9299,182.4397,61.7917,0.0,0.0,53.4902,22.67,174.1382,73.81,thermal_robust
1104057020310,615.7,127.02721129279954,37.55559984239406,233.3621,233.3621,168.1773,55.7472,0.0,0.0,65.1848,27.93,177.6149,76.11,thermal_robust
1104057020311,1.2,127.02800420862803,37.55633152558329,243.1112,243.1112,181.5655,58.9334,0.0,0.0,61.5457,25.32,184.1778,75.76,thermal_robust
1104057020403,45.8,127.03187561667382,37.55687369053027,247.4425,247.4425,180.7931,1.9929,0.0,0.0,66.6494,26.94,245.4496,99.19,moderate
1104057020401,10.1,127.03223057037968,37.55652261774424,256.1781,256.1781,171.0698,78.9066,0.0,0.0,85.1083,33.22,177.2715,69.2,thermal_robust
1104057020402,149.5,127.03122306151133,37.55665249811852,247.4425,247.4425,180.7931,1.9929,0.0,0.0,66.6494,26.94,245.4496,99.19,moderate
1104058010001,192.6,127.03734769296923,37.551446205388245,151.8608,151.8608,0.0,0.0,0.0,0.0,151.8608,100.0,151.8608,100.0,thermal_prone
1104058010106,308.5,127.03572305954604,37.55424669730447,256.0227,256.0227,136.7619,64.3872,0.0,0.0,119.2608,46.58,191.6355,74.85,thermal_robust
1104058010101,321.3,127.03498202710225,37.553587319156755,242.8617,242.8617,128.995,61.7171,0.0,0.0,113.8667,46.89,181.1446,74.59,thermal_robust
1104058010103,535.6,127.03549692396533,37.55298835781499,242.5551,242.5551,124.3213,58.2523,0.0,0.0,118.2338,48.75,184.3028,75.98,thermal_robust
1104058010102,670.4,127.0357249208022,37.552492748551515,270.1103,270.1103,127.8153,61.356,0.0,0.0,142.295,52.68,208.7543,77.28,thermal_robust
1104058010105,413.2,127.03646918161728,37.55340029045741,247.7992,247.7992,126.4087,61.0444,0.0,0.0,121.3905,48.99,186.7548,75.37,thermal_robust
1104058010104,343.0,127.03503684957307,37.55439504466657,245.1209,245.1209,130.2013,62.2099,0.0,0.0,114.9196,46.88,182.911,74.62,thermal_robust
1104058010107,582.9,127.03597465814111,37.55374365088171,242.3393,242.3393,122.0773,58.0844,0.0,0.0,120.262,49.63,184.2549,76.03,thermal_robust
1104058010201,2.4,127.0377777814603,37.55312982280734,257.5114,257.5114,133.7136,58.2446,0.0,0.0,123.7978,48.07,199.2668,77.38,thermal_robust
1104058010202,3.2,127.03707560688532,37.55310616820124,255.6979,255.6979,132.1809,58.1165,0.0,0.0,123.517,48.31,197.5814,77.27,thermal_robust
1104058020004,8.8,127.02989704350912,37.55343185909637,251.6381,251.6381,167.7245,74.0298,0.0,0.0,83.9136,33.35,177.6083,70.58,thermal_robust
1104058020005,216.0,127.0311962606756,37.55271679883642,260.1843,260.1843,167.8716,74.027,0.0,0.0,92.3127,35.48,186.1573,71.55,thermal_robust
1104058020002,1077.9,127.02957376406096,37.552331389440944,252.7214,252.7214,166.8122,69.4506,0.0,0.0,85.9092,33.99,183.2708,72.52,thermal_robust
1104058020003,10.1,127.03019565438252,37.55263740227938,250.245,250.245,169.3738,70.1303,0.0,0.0,80.8712,32.32,180.1147,71.98,thermal_robust
1104058020001,930.8,127.03041835128802,37.552050667651464,253.9787,253.9787,155.2989,68.0641,0.0,0.0,98.6798,38.85,185.9146,73.2,thermal_robust
1104058020102,34.4,127.03292150304227,37.55347004208157,261.6918,261.6918,12.504,7.6818,0.0,0.0,249.1878,95.22,254.01,97.06,moderate
1104058020101,635.0,127.03201392235036,37.55216260560584,223.7883,223.7883,12.1449,7.4528,0.0,0.0,211.6434,94.57,216.3355,96.67,moderate
1104058020201,28.7,127.02951252484804,37.54961494631983,263.9919,263.9919,140.6683,54.6479,0.0,0.0,123.3236,46.71,209.344,79.3,thermal_robust
1104058020202,855.2,127.0296869653915,37.550994369057776,255.7784,255.7784,160.6173,67.3465,0.0,0.0,95.1611,37.2,188.4319,73.67,thermal_robust
1104058020203,335.8,127.0294524975764,37.550148283310186,242.0441,242.0441,151.4645,61.4116,0.0,0.0,90.5796,37.42,180.6325,74.63,thermal_robust
1104058020304,1063.6,127.0311656745636,37.55075705858972,208.5735,208.5735,0.0,0.0,0.0,0.0,208.5735,100.0,208.5735,100.0,thermal_prone
1104058020302,1018.9,127.03037447214986,37.55042950152441,252.7822,252.7822,0.0,0.0,0.0,0.0,252.7822,100.0,252.7822,100.0,thermal_prone
1104058020303,783.6,127.0316590851373,37.551330476978045,219.1224,219.1224,0.0,0.0,0.0,0.0,219.1224,100.0,219.1224,100.0,thermal_prone
1104058020301,995.3,127.03081627422904,37.55160040861412,201.1025,201.1025,0.0,0.0,0.0,0.0,201.1025,100.0,201.1025,100.0,thermal_prone
1104058030003,565.5,127.03063989520126,37.54880080221942,246.3829,246.3829,12.6234,0.0,0.0,0.0,233.7595,94.88,246.3829,100.0,thermal_prone
1104058030002,287.7,127.0336096542667,37.5489825420089,264.698,264.698,12.5962,0.0,0.0,0.0,252.1018,95.24,264.698,100.0,thermal_prone
1104058030001,291.3,127.0319647800405,37.5495744938144,265.0447,265.0447,12.7454,0.0,0.0,0.0,252.2993,95.19,265.0447,100.0,thermal_prone
1104058030105,17.6,127.03282375042303,37.55125207155656,251.1113,251.1113,12.3949,1.9927,0.0,0.0,238.7164,95.06,249.1186,99.21,moderate
1104058030104,76.8,127.03211653761328,37.55039948429767,245.4175,245.4175,12.4638,1.996,0.0,0.0,232.9537,94.92,243.4215,99.19,moderate
1104058030103,6.8,127.0329745979132,37.552200341466104,243.9208,243.9208,12.3621,7.591,0.0,0.0,231.5587,94.93,236.3298,96.89,moderate
1104058030102,124.1,127.03433862629828,37.55259368403599,258.1635,258.1635,12.0924,1.9719,0.0,0.0,246.0711,95.32,256.1916,99.24,thermal_prone
1104058030101,17.2,127.03402670569204,37.553575230308994,238.4497,238.4497,11.9701,1.9615,0.0,0.0,226.4796,94.98,236.4882,99.18,moderate
1104058030106,15.1,127.03344795036202,37.552278611820995,268.2168,268.2168,12.3861,1.9922,0.0,0.0,255.8307,95.38,266.2246,99.26,thermal_prone
1104059010001,3530.6,127.02311677532887,37.55425181277799,244.97,244.97,167.7384,11.7282,0.0,0.0,77.2316,31.53,233.2418,95.21,moderate
1104059020004,14.1,127.02424601639872,37.55678984243635,240.679,240.679,173.4949,2.995,0.0,0.0,67.1841,27.91,237.684,98.76,moderate
1104059020005,862.9,127.02194180606791,37.55639078062016,209.599,209.599,133.6958,11.2338,0.0,0.0,75.9032,36.21,198.3652,94.64,moderate
1104059020002,3.9,127.0202559290585,37.557336541979225,202.421,202.421,131.5892,0.9975,0.0,0.0,70.8318,34.99,201.4235,99.51,thermal_prone
1104059020003,3.7,127.02034831075122,37.556984266288154,206.9211,206.9211,133.846,0.9988,0.0,0.0,73.0751,35.32,205.9223,99.52,thermal_prone
1104059020001,11.2,127.02446296818736,37.556140511200965,244.9173,244.9173,174.7553,2.9976,0.0,0.0,70.162,28.65,241.9197,98.78,moderate
1104059020301,1115.1,127.02261496443448,37.555965819763415,232.4962,232.4962,159.8924,11.6087,0.0,0.0,72.6038,31.23,220.8875,95.01,moderate
1104059030002,17.5,127.02837635226896,37.5531821623159,238.5803,238.5803,151.4716,67.2327,0.0,0.0,87.1087,36.51,171.3476,71.82,thermal_robust
1104059030001,1150.2,127.02621034978286,37.55031174621454,238.254,238.254,134.9616,0.0,0.0,0.0,103.2924,43.35,238.254,100.0,thermal_prone
1104059030103,1603.8,127.02712441079883,37.54950751456074,227.9534,227.9534,133.8075,0.0,0.0,0.0,94.1459,41.3,227.9534,100.0,thermal_prone
1104059030102,50.0,127.02821073495056,37.549045093788514,251.0697,251.0697,0.0,0.0,0.0,0.0,251.0697,100.0,251.0697,100.0,thermal_prone
1104059030101,31.5,127.02709189026892,37.548590447384406,240.9828,240.9828,128.023,3.0,0.0,0.0,112.9598,46.87,237.9828,98.76,moderate
1104059030207,1266.5,127.02697175388204,37.55143721602141,219.4306,219.4306,147.9859,46.9492,0.0,0.0,71.4447,32.56,172.4814,78.6,thermal_robust
1104059030205,57.5,127.02830380730444,37.5500963046935,227.0455,227.0455,133.8001,40.6193,0.0,0.0,93.2454,41.07,186.4262,82.11,moderate
1104059030204,46.8,127.02605720694342,37.55459343909667,228.4605,228.4605,163.6681,34.8439,0.0,0.0,64.7924,28.36,193.6166,84.75,moderate
1104059030203,9.9,127.02554724617777,37.554180523989814,228.4605,228.4605,163.6681,34.8439,0.0,0.0,64.7924,28.36,193.6166,84.75,moderate
1104059030202,244.4,127.02739906496944,37.550947251866155,230.8076,230.8076,150.6051,47.0343,0.0,0.0,80.2025,34.75,183.7733,79.62,thermal_robust
1104059030201,528.9,127.02614174738078,37.552198165079666,224.0929,224.0929,145.7237,39.28,0.0,0.0,78.3692,34.97,184.8129,82.47,moderate
1104059030213,394.9,127.02650766537228,37.55317319180003,215.0792,215.0792,147.8562,33.2448,0.0,0.0,67.223,31.25,181.8344,84.54,moderate
1104059030212,8.7,127.02659080892444,37.55383158760176,222.199,222.199,157.9363,37.3681,0.0,0.0,64.2627,28.92,184.8309,83.18,moderate
1104059030209,20.2,127.02731366955726,37.552849356222886,229.4077,229.4077,154.2731,47.0242,0.0,0.0,75.1346,32.75,182.3835,79.5,thermal_robust
1104059030208,272.6,127.02537454666738,37.55502075602306,247.9747,247.9747,173.7904,35.7494,0.0,0.0,74.1843,29.92,212.2253,85.58,moderate
1104059030211,486.8,127.02792852613828,37.552341976112615,215.1964,215.1964,147.1317,42.6392,0.0,0.0,68.0647,31.63,172.5572,80.19,moderate
1104059030210,1058.5,127.02839337927166,37.55121429502892,222.9861,222.9861,147.4727,46.8242,0.0,0.0,75.5134,33.86,176.1619,79.0,thermal_robust
1104062010001,1452.5,127.0180083798173,37.54662486049356,197.2826,197.2826,135.161,0.0,0.0,0.0,62.1216,31.49,197.2826,100.0,thermal_prone
1104062010003,43.1,127.01687478333724,37.54787853282521,196.0057,196.0057,138.4872,0.0,0.0,0.0,57.5185,29.35,196.0057,100.0,thermal_prone
1104062010002,943.9,127.02019691399582,37.54774085067784,207.5741,207.5741,141.026,0.0,0.0,0.0,66.5481,32.06,207.5741,100.0,thermal_prone
1104062010004,313.5,127.01891110311924,37.54793032786091,204.574,204.574,145.7892,0.0,0.0,0.0,58.7848,28.74,204.574,100.0,thermal_prone
1104062010101,273.8,127.01727719510532,37.547027067025994,193.4307,193.4307,137.3941,0.0,0.0,0.0,56.0366,28.97,193.4307,100.0,thermal_prone
1104062020002,5.8,127.01604165917718,37.54580756021818,159.0373,159.0373,76.1247,0.0,0.0,0.0,82.9126,52.13,159.0373,100.0,thermal_prone
1104062020001,864.9,127.0153505002506,37.54779178108751,184.9539,184.9539,67.967,0.0,0.0,0.0,116.9869,63.25,184.9539,100.0,thermal_prone
1104062020201,1078.2,127.0158384672445,37.546793489565715,152.9021,152.9021,75.3565,0.9834,0.0,0.0,77.5456,50.72,151.9187,99.36,thermal_prone
1104062030003,35.3,127.02247907338564,37.546927722909984,217.251,217.251,139.4906,4.9143,0.0,0.0,77.7604,35.79,212.3367,97.74,moderate
1104062030002,273.6,127.02081955692351,37.54719204190818,209.8315,209.8315,146.3043,0.0,0.0,0.0,63.5272,30.28,209.8315,100.0,thermal_prone
1104062030001,1163.0,127.0272636114248,37.54486403617943,212.3387,212.3387,0.0,0.0,0.0,0.0,212.3387,100.0,212.3387,100.0,thermal_prone
1104062030109,180.4,127.02269368150404,37.54658121986081,217.1684,217.1684,130.3764,4.946,0.0,0.0,86.792,39.97,212.2224,97.72,moderate
1104062030108,284.9,127.02233379271463,37.54676611785129,218.4018,218.4018,132.6095,4.9443,0.0,0.0,85.7923,39.28,213.4575,97.74,moderate
1104062030107,0.8,127.02146943478824,37.546751862928474,211.3054,211.3054,145.0775,4.96,0.0,0.0,66.2279,31.34,206.3454,97.65,moderate
1104062030106,273.7,127.02030099108184,37.54641397327467,204.9388,204.9388,141.7571,2.0,0.0,0.0,63.1817,30.83,202.9388,99.02,moderate
1104062030105,301.3,127.0205902771114,37.54597479344353,149.9166,149.9166,67.271,4.849,0.0,0.0,82.6456,55.13,145.0676,96.77,moderate
1104062030104,115.0,127.01889588974149,37.546230670866045,197.769,197.769,109.8929,4.9916,0.0,0.0,87.8761,44.43,192.7774,97.48,moderate
1104062030103,527.0,127.01941370274592,37.54587431812781,197.769,197.769,109.8929,4.9916,0.0,0.0,87.8761,44.43,192.7774,97.48,moderate
1104062030102,32.5,127.01823453898298,37.54560109576545,193.4361,193.4361,92.9868,0.0,0.0,0.0,100.4493,51.93,193.4361,100.0,thermal_prone
1104062030101,318.2,127.0194003539591,37.545298494169856,164.0859,164.0859,75.5721,4.8986,0.0,0.0,88.5138,53.94,159.1873,97.01,moderate
1104062030205,130.9,127.02356293512686,37.544452362858166,212.3873,212.3873,108.7594,4.9758,0.0,0.0,103.6279,48.79,207.4115,97.66,moderate
1104062030204,250.3,127.02309874030804,37.54538971827812,196.4208,196.4208,97.6862,4.9316,0.0,0.0,98.7346,50.27,191.4892,97.49,moderate
1104062030203,22.3,127.02229171960632,37.54379822892348,204.5695,204.5695,103.9068,4.9597,0.0,0.0,100.6627,49.21,199.6098,97.58,moderate
1104062030202,1053.6,127.02077041345323,37.54393719190915,136.1138,136.1138,0.0,0.0,0.0,0.0,136.1138,100.0,136.1138,100.0,thermal_prone
1104062030201,23.8,127.02214832504664,37.544994438938595,197.3356,197.3356,97.7847,4.9375,0.0,0.0,99.5509,50.45,192.3981,97.5,moderate
1104062030303,391.1,127.02404621149684,37.545557195115016,215.0456,215.0456,109.0227,4.9777,0.0,0.0,106.0229,49.3,210.0679,97.69,moderate
1104062030302,409.6,127.02392590941552,37.54634265374002,217.1684,217.1684,130.3764,4.946,0.0,0.0,86.792,39.97,212.2224,97.72,moderate
1104062030301,369.9,127.0239718038994,37.5470734145154,225.2625,225.2625,122.1189,4.9362,0.0,0.0,103.1436,45.79,220.3263,97.81,moderate
1104065010001,500.9,127.04997560880192,37.54129378014551,91.8958,91.8958,76.1239,16.7555,0.0,0.0,15.7719,17.16,75.1403,81.77,moderate
1104065010002,756.7,127.04988792750648,37.542404482189255,111.7595,111.7595,81.6339,2.9912,0.0,0.0,30.1256,26.96,108.7683,97.32,moderate
1104065010101,629.8,127.05042003896548,37.541971042565045,104.1325,104.1325,86.0381,28.2781,0.0,0.0,18.0944,17.38,75.8544,72.84,thermal_robust
1104065010201,452.9,127.05000994338756,37.54057226572581,99.7909,99.7909,81.4696,22.8192,0.0,0.0,18.3213,18.36,76.9717,77.13,thermal_robust
1104065020004,0.5,127.0449095201436,37.54184668783222,138.8661,138.8661,71.769,2.9945,0.0,0.0,67.0971,48.32,135.8716,97.84,moderate
1104065020002,22.1,127.04708451452532,37.54210921370875,118.8893,118.8893,76.0646,2.9844,0.0,0.0,42.8247,36.02,115.9049,97.49,moderate
1104065020003,232.9,127.047992659485,37.543454191554474,116.3598,116.3598,79.1448,2.986,0.0,0.0,37.215,31.98,113.3738,97.43,moderate
1104065020001,1150.2,127.04559571720011,37.54456718694228,150.9469,150.9469,71.8607,29.847,0.0,0.0,79.0862,52.39,121.0999,80.23,moderate
1104065020101,538.5,127.04599008157304,37.5429389923056,119.7839,119.7839,75.6973,2.9886,0.0,0.0,44.0866,36.81,116.7953,97.51,moderate
1104065020201,19.7,127.04646774387494,37.54471328548029,137.1139,137.1139,74.098,31.2293,0.0,0.0,63.0159,45.96,105.8846,77.22,thermal_robust
1104065020202,81.3,127.04572763956423,37.54413447468609,137.1523,137.1523,72.373,30.0884,0.0,0.0,64.7793,47.23,107.0639,78.06,thermal_robust
1104065020302,202.6,127.04535024390572,37.54205115174605,120.9174,120.9174,75.2262,2.996,0.0,0.0,45.6912,37.79,117.9214,97.52,moderate
1104065020301,95.5,127.04656156260717,37.54156546612831,113.6362,113.6362,76.1942,0.996,0.0,0.0,37.442,32.95,112.6402,99.12,moderate
1104065030006,30.2,127.04751076624432,37.53586122962179,84.8197,84.8197,73.7594,0.0,0.0,0.0,11.0603,13.04,84.8197,100.0,thermal_prone
1104065030005,427.5,127.04885980482904,37.53511388907572,84.8197,84.8197,73.7594,0.0,0.0,0.0,11.0603,13.04,84.8197,100.0,thermal_prone
1104065030004,305.0,127.0480762620899,37.53830607049977,89.804,89.804,76.9877,0.0,0.0,0.0,12.8163,14.27,89.804,100.0,thermal_prone
1104065030003,668.3,127.04989018320896,37.53763749487917,92.1152,92.1152,79.2711,0.0,0.0,0.0,12.8441,13.94,92.1152,100.0,thermal_prone
1104065030002,5.0,127.04614664949337,37.53612763184445,83.2267,83.2267,69.6949,0.0,0.0,0.0,13.5318,16.26,83.2267,100.0,thermal_prone
1104065030001,2295.3,127.03929282073044,37.54128206323307,115.5463,115.5463,0.0,0.0,0.0,0.0,115.5463,100.0,115.5463,100.0,thermal_prone
1104065030101,169.6,127.04247354953682,37.545794921098334,168.3922,168.3922,52.4331,0.0,0.0,0.0,115.9591,68.86,168.3922,100.0,thermal_prone
1104065030201,2.2,127.04632964841092,37.53765362572675,85.6502,85.6502,73.0348,0.0,0.0,0.0,12.6154,14.73,85.6502,100.0,thermal_prone
1104065040004,132.2,127.04726117135324,37.540044671346635,96.0485,96.0485,76.7432,0.0,0.0,0.0,19.3053,20.1,96.0485,100.0,thermal_prone
1104065040005,31.5,127.0442321786519,37.540968548971335,122.77,122.77,69.8936,0.9869,0.0,0.0,52.8764,43.07,121.7831,99.2,moderate
1104065040001,78.6,127.04799470768224,37.5392610086722,93.3921,93.3921,74.7166,0.0,0.0,0.0,18.6755,20.0,93.3921,100.0,thermal_prone
1104065040002,480.6,127.05013192634726,37.538547121753766,95.5922,95.5922,80.8571,0.0,0.0,0.0,14.7351,15.41,95.5922,100.0,thermal_prone
1104065040003,396.4,127.05014344828884,37.53932704194098,95.8085,95.8085,81.0386,0.0,0.0,0.0,14.7699,15.42,95.8085,100.0,thermal_prone
1104065040101,1100.5,127.04502692005336,37.54003778575639,104.915,104.915,69.959,0.0,0.0,0.0,34.956,33.32,104.915,100.0,thermal_prone
1104065040102,629.9,127.04569791103624,37.540508458672704,103.5992,103.5992,74.5639,0.9983,0.0,0.0,29.0353,28.03,102.6009,99.04,moderate
1104065040103,1736.4,127.04451720771203,37.54056196156142,122.77,122.77,69.8936,0.9869,0.0,0.0,52.8764,43.07,121.7831,99.2,moderate
1104065040201,456.5,127.04588830898632,37.54101977731413,122.5112,122.5112,74.6223,2.9942,0.0,0.0,47.8889,39.09,119.517,97.56,moderate
1104065040202,352.8,127.04476349054649,37.54131398910735,124.2396,124.2396,71.9248,0.9912,0.0,0.0,52.3148,42.11,123.2484,99.2,moderate
1104066010003,560.4,127.04659284986708,37.55062405203698,182.0558,182.0558,66.6984,28.4751,0.0,0.0,115.3574,63.36,153.5807,84.36,moderate
1104066010002,30.7,127.04824210604444,37.54953887612787,164.5208,164.5208,78.0682,33.9165,0.0,0.0,86.4526,52.55,130.6043,79.38,thermal_robust
1104066010005,28.3,127.04866819771064,37.55014338301212,161.6373,161.6373,75.3986,34.4654,0.0,0.0,86.2387,53.35,127.1719,78.68,thermal_robust
1104066010004,70.2,127.0502670468629,37.54923480874102,139.9261,139.9261,81.8875,38.7924,0.0,0.0,58.0386,41.48,101.1337,72.28,thermal_robust
1104066010007,20.5,127.04637247396477,37.5483031625958,168.7567,168.7567,76.2441,32.688,0.0,0.0,92.5126,54.82,136.0687,80.63,moderate
1104066010006,992.0,127.04943290898532,37.547440694030165,135.2875,135.2875,83.0473,41.0102,0.0,0.0,52.2402,38.61,94.2773,69.69,thermal_robust
1104066010009,457.1,127.04778848901532,37.551570020781405,184.1152,184.1152,71.4533,30.7288,0.0,0.0,112.6619,61.19,153.3864,83.31,moderate
1104066010008,856.5,127.05116835751726,37.55065894219968,146.4233,146.4233,78.9958,35.8663,0.0,0.0,67.4275,46.05,110.557,75.51,thermal_robust
1104066010010,36.8,127.04579156500276,37.54942649293482,169.5837,169.5837,69.987,31.2693,0.0,0.0,99.5967,58.73,138.3144,81.56,moderate
1104066010001,85.6,127.0448916838176,37.55125675417231,198.8374,198.8374,0.9994,0.9994,0.0,0.0,197.838,99.5,197.838,99.5,thermal_prone
1104066010104,272.9,127.04662871032276,37.549453288927396,167.3359,167.3359,71.3066,32.3972,0.0,0.0,96.0293,57.39,134.9387,80.64,moderate
1104066010101,80.4,127.04716871289338,37.54925153410999,151.9239,151.9239,71.4497,32.4665,0.0,0.0,80.4742,52.97,119.4574,78.63,thermal_robust
1104066010103,638.6,127.0470475685329,37.550084703754486,169.6244,169.6244,69.6885,31.2816,0.0,0.0,99.9359,58.92,138.3428,81.56,moderate
1104066010102,110.0,127.04753891821036,37.54899087468355,154.3664,154.3664,72.2975,32.5885,0.0,0.0,82.0689,53.17,121.7779,78.89,thermal_robust
1104066010201,5.6,127.05027883707112,37.54816713560343,130.5176,130.5176,82.4749,40.3781,0.0,0.0,48.0427,36.81,90.1395,69.06,thermal_robust
1104066010202,7.1,127.05008179944176,37.54861961087392,132.6956,132.6956,81.1172,39.9951,0.0,0.0,51.5784,38.87,92.7005,69.86,thermal_robust
1104066010401,1031.4,127.04897022872991,37.55084831794228,156.949,156.949,75.7245,34.7173,0.0,0.0,81.2245,51.75,122.2317,77.88,thermal_robust
1104066010402,131.0,127.04807089278457,37.55088603301496,167.4361,167.4361,75.1201,34.0801,0.0,0.0,92.316,55.14,133.356,79.65,thermal_robust
1104066010501,568.6,127.04905127883168,37.54766789482019,150.7696,150.7696,82.3576,40.1483,0.0,0.0,68.412,45.38,110.6213,73.37,thermal_robust
1104066010601,796.1,127.04757338023852,37.54778023969579,144.7248,144.7248,79.7409,36.0299,0.0,0.0,64.9839,44.9,108.6949,75.1,thermal_robust
1104066020006,144.2,127.04307220592972,37.55173556356492,198.4784,198.4784,0.0,0.0,0.0,0.0,198.4784,100.0,198.4784,100.0,thermal_prone
1104066020007,33.1,127.043710894468,37.5491499487547,179.2394,179.2394,64.0781,0.0,0.0,0.0,115.1613,64.25,179.2394,100.0,thermal_prone
1104066020004,3280.5,127.03807766147276,37.54878003283706,166.2692,166.2692,0.0,0.0,0.0,0.0,166.2692,100.0,166.2692,100.0,thermal_prone
1104066020005,317.0,127.04226972713865,37.546645549707826,171.0799,171.0799,52.295,0.0,0.0,0.0,118.7849,69.43,171.0799,100.0,thermal_prone
1104066020002,741.6,127.04259162959046,37.54862838062567,186.129,186.129,60.5452,0.0,0.0,0.0,125.5838,67.47,186.129,100.0,thermal_prone
1104066020003,845.7,127.04235476700688,37.54745570692431,178.8835,178.8835,54.7191,0.0,0.0,0.0,124.1644,69.41,178.8835,100.0,thermal_prone
1104066020001,8.1,127.0401814814328,37.54738232666061,182.0358,182.0358,49.9663,0.0,0.0,0.0,132.0695,72.55,182.0358,100.0,thermal_prone
1104066020008,124.9,127.04380806574858,37.54699478119112,180.0629,180.0629,59.0324,0.0,0.0,0.0,121.0305,67.22,180.0629,100.0,thermal_prone
1104066020101,6.7,127.04071617207065,37.5480515160872,191.5222,191.5222,54.4978,0.0,0.0,0.0,137.0244,71.54,191.5222,100.0,thermal_prone
1104066030002,1859.5,127.04566768481013,37.54695921058551,170.1101,170.1101,73.0836,29.1258,0.0,0.0,97.0265,57.04,140.9843,82.88,moderate
1104066030001,1224.8,127.04840593181189,37.54603397984286,140.355,140.355,83.2865,41.5126,0.0,0.0,57.0685,40.66,98.8424,70.42,thermal_robust
1104066030101,294.8,127.0479585328322,37.54549997809491,140.4944,140.4944,79.7909,34.118,0.0,0.0,60.7035,43.21,106.3764,75.72,thermal_robust
1104067010001,1298.1,127.05368232846034,37.540461898620585,99.5197,99.5197,88.2117,42.575,0.0,0.0,11.308,11.36,56.9447,57.22,thermal_robust
1104067010003,264.3,127.0546736575163,37.54215011102966,100.7465,100.7465,88.6955,44.1067,0.0,0.0,12.051,11.96,56.6398,56.22,thermal_robust
1104067010002,708.6,127.05289915864736,37.54232986148033,101.2449,101.2449,89.0172,37.6592,0.0,0.0,12.2277,12.08,63.5857,62.8,thermal_robust
1104067010101,407.5,127.05154076564182,37.541439671133205,100.6531,100.6531,84.8431,29.3166,0.0,0.0,15.81,15.71,71.3365,70.87,thermal_robust
1104067010102,16.4,127.052459435985,37.54114088781944,98.569,98.569,85.1784,32.5544,0.0,0.0,13.3906,13.59,66.0146,66.97,thermal_robust
1104067020002,231.5,127.0561062177044,37.539163237124136,97.3033,97.3033,86.7691,0.0,0.0,0.0,10.5342,10.83,97.3033,100.0,thermal_prone
1104067020003,1228.1,127.05861872652866,37.538690328515386,96.3847,96.3847,86.4684,36.571,0.0,0.0,9.9163,10.29,59.8137,62.06,thermal_robust
1104067020001,595.1,127.05969534006265,37.54022199798949,94.2027,94.2027,86.8888,39.977,0.0,0.0,7.3139,7.76,54.2257,57.56,thermal_robust
1104067020006,2174.7,127.06127416513807,37.53910470863352,88.245,88.245,81.682,35.4742,0.0,0.0,6.563,7.44,52.7708,59.8,thermal_robust
1104067020004,182.3,127.0573603568038,37.54073832193406,98.3754,98.3754,87.9266,41.7204,0.0,0.0,10.4488,10.62,56.655,57.59,thermal_robust
1104067020005,1387.1,127.06040642117075,37.53907563247825,85.9359,85.9359,79.5128,32.8656,0.0,0.0,6.4231,7.47,53.0703,61.76,thermal_robust
1104067020101,1.6,127.05730740205284,37.53920668492724,96.8029,96.8029,86.6893,35.4236,0.0,0.0,10.1136,10.45,61.3793,63.41,thermal_robust
1104067030009,6.3,127.05782580548409,37.53740165639352,95.4476,95.4476,85.0121,26.8355,0.0,0.0,10.4355,10.93,68.6121,71.88,thermal_robust
1104067030012,688.8,127.055305701224,37.538070251479496,97.2673,97.2673,85.4499,38.3719,0.0,0.0,11.8174,12.15,58.8954,60.55,thermal_robust
1104067030011,13.7,127.05671744588658,37.537671663182245,95.9802,95.9802,84.9073,0.0,0.0,0.0,11.0729,11.54,95.9802,100.0,thermal_prone
1104067030007,518.5,127.05510567566688,37.53712047108296,95.6121,95.6121,84.9611,1.0,0.0,0.0,10.651,11.14,94.6121,98.95,moderate
1104067030006,413.5,127.05726512145768,37.53233429525379,59.8376,59.8376,0.0,0.0,0.0,0.0,59.8376,100.0,59.8376,100.0,thermal_prone
1104067030005,1039.5,127.05972970488284,37.53684806936768,87.5659,87.5659,77.771,0.0,0.0,0.0,9.7949,11.19,87.5659,100.0,thermal_prone
1104067030004,335.8,127.05663311316174,37.53520333070754,82.7155,82.7155,75.207,0.0,0.0,0.0,7.5085,9.08,82.7155,100.0,thermal_prone
1104067030003,279.2,127.05512161010638,37.53236242085596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_access
1104067030002,68.5,127.05407480539918,37.53582798407933,90.4004,90.4004,79.2768,0.992,0.0,0.0,11.1236,12.3,89.4084,98.9,moderate
1104067030001,25.2,127.05974818155786,37.53594876754527,84.4031,84.4031,76.0097,0.0,0.0,0.0,8.3934,9.94,84.4031,100.0,thermal_prone
1104067030008,215.4,127.05542084124892,37.53632724556764,92.5504,92.5504,81.958,0.0,0.0,0.0,10.5924,11.45,92.5504,100.0,thermal_prone
1104067030010,169.5,127.05746298505606,37.536073713285575,93.9662,93.9662,82.8743,10.7427,0.0,0.0,11.0919,11.8,83.2235,88.57,moderate
1104067030201,4.8,127.05840381760596,37.53720963324587,91.2521,91.2521,75.9551,1.0,0.0,0.0,15.297,16.76,90.2521,98.9,moderate
1104067030301,592.2,127.05360153152913,37.53294597399344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_access
