집계구코드,tarr,classic_cnt,thermal_cnt,lost_cnt,mean_svf,mean_canopy,mean_bld_H,hw_ratio,hot_link_ratio,n_links
1104058010106,58.06,62,26,36,0.0852222222222222,0.0,61.166666666666664,12.059222222222225,0.0,18
1104058010101,60.71,56,22,34,0.0807666666666666,0.0,56.93333333333334,12.966666666666669,0.0,6
1104058010103,63.64,55,20,35,0.0739,0.0,67.57142857142857,13.514285714285716,0.0,11
1104058010102,68.25,63,20,43,0.3304555555555555,0.0,30.227777777777774,6.0,0.0555555555555555,33
1104058010105,64.91,57,20,37,0.0723,0.0,69.0,13.8,0.0,10
1104058010104,57.89,57,24,33,0.5307166666666666,0.0,29.5,8.433333333333334,0.5,12
1104058010107,62.96,54,20,34,0.080625,0.0,62.225,12.445,0.0,8
1104058010201,73.33,75,20,55,0.2378199999999999,0.0,34.38,7.434,0.2,10
1104058010202,72.6,73,20,53,0.0856666666666666,0.0,66.0,12.666666666666666,0.0,6
1104058020004,50.0,86,43,43,0.4783888888888889,0.0,11.033333333333331,1.8387777777777776,0.0,18
1104058020005,48.84,86,44,42,0.4981166666666667,0.0,10.466666666666669,1.7445000000000002,0.0,12
1104058020002,52.33,86,41,45,0.4019571428571428,0.0,10.7,2.807,0.0,14
1104058020003,50.59,85,42,43,0.48306,0.0,10.24,1.8782,0.0,20
1104058020001,56.32,87,38,49,0.464825,0.0,11.95,1.99175,0.0,16
1104058020102,92.06,63,5,58,0.4791307692307692,0.0,16.9,4.18076923076923,0.4615384615384615,26
1104058020101,89.13,46,5,41,0.217275,0.00275,36.5,6.71675,0.0,8
1104058020201,65.59,93,32,61,0.3118666666666667,0.0,28.0,4.666666666666667,0.3333333333333333,6
1104058020203,60.24,83,33,50,0.20376,0.0,28.08,5.0268,0.0,7
1104058020304,100.0,49,0,49,0.1625249999999999,0.0,30.95,6.1899999999999995,0.0,8
1104058020302,100.0,78,0,78,0.2186363636363636,0.0,26.354545454545452,5.1303636363636365,0.0,19
1104058020303,100.0,61,0,61,0.1498,0.0,33.0,6.6,0.0,2
1104058020301,100.0,46,0,46,0.2796857142857142,0.0,22.642857142857142,4.341,0.0,14
1104058030003,88.57,70,8,62,0.8223717948717948,0.0,3.6,0.6166666666666667,0.8974358974358975,72
1104058030002,85.07,67,10,57,0.7218636363636364,0.0,5.8522727272727275,1.1344318181818185,0.7727272727272727,88
1104058030001,89.04,73,8,65,0.6369238095238096,0.0,7.328571428571429,1.272571428571429,0.7619047619047619,42
1104058030105,90.32,62,6,56,0.1194666666666666,0.0,42.0,8.4,0.0,6
1104058030104,89.66,58,6,52,0.2150999999999999,0.0,27.366666666666664,5.473333333333334,0.0,6
1104058030103,91.07,56,5,51,0.1104,0.0,45.0,9.0,0.0,2
1104058030102,92.98,57,4,53,0.2294444444444444,0.0,35.333333333333336,7.644444444444444,0.1111111111111111,18
1104058030101,92.0,50,4,46,0.39435,0.0,23.033333333333335,5.023611111111111,0.2777777777777778,36
1104058030106,92.54,67,5,62,0.1229,0.0,40.8,8.16,0.0,4
1104059010001,80.0,75,15,60,0.7037125,0.0175375,13.375,1.827,0.75,16
1104059020004,76.0,75,18,57,0.567475,0.0157999999999999,9.4375,1.4875,0.125,16
1104059020005,77.78,54,12,42,0.8718170212765958,0.0016255319148936,2.928723404255319,0.7233297872340425,0.8617021276595744,148
1104059020002,80.85,47,9,38,0.5154363636363636,0.0,9.963636363636365,1.6605454545454548,0.0,16
1104059020003,79.25,53,11,42,0.5199,0.0094,9.9,1.65,0.0,2
