집계구코드,residential_pop,lon,lat,n_classic_stops,n_thermal_stops,a_classic,a_thermal,aal,tarr,category
1104062030105,301.3,127.0205902771114,37.54597479344353,187,86,149.9166,67.271,82.6456,55.13,thermal_prone
1104062030104,115.0,127.01889588974149,37.546230670866045,235,135,197.769,109.8929,87.8761,44.43,thermal_prone
1104062030103,527.0,127.01941370274592,37.54587431812781,235,135,197.769,109.8929,87.8761,44.43,thermal_prone
1104062030102,32.5,127.01823453898298,37.54560109576545,230,113,193.4361,92.9868,100.4493,51.93,thermal_prone
1104062030101,318.2,127.0194003539591,37.545298494169856,203,96,164.0859,75.5721,88.5138,53.94,thermal_prone
1104062030205,130.9,127.02356293512686,37.544452362858166,257,133,212.3873,108.7594,103.6279,48.79,thermal_prone
1104062030204,250.3,127.02309874030804,37.54538971827812,245,122,196.4208,97.6862,98.7346,50.27,thermal_prone
1104062030203,22.3,127.02229171960632,37.54379822892348,250,129,204.5695,103.9068,100.6627,49.21,thermal_prone
1104062030202,1053.6,127.02077041345323,37.54393719190915,172,0,136.1138,0.0,136.1138,100.0,thermal_prone
1104062030201,23.8,127.02214832504664,37.544994438938595,245,122,197.3356,97.7847,99.5509,50.45,thermal_prone
1104062030303,391.1,127.02404621149684,37.545557195115016,260,133,215.0456,109.0227,106.0229,49.3,thermal_prone
1104062030302,409.6,127.02392590941552,37.54634265374002,255,159,217.1684,130.3764,86.792,39.97,moderate
1104062030301,369.9,127.0239718038994,37.5470734145154,262,147,225.2625,122.1189,103.1436,45.79,thermal_prone
1104065010001,500.9,127.04997560880192,37.54129378014551,105,86,91.8958,76.1239,15.7719,17.16,thermal_robust
1104065010002,756.7,127.04988792750648,37.542404482189255,131,91,111.7595,81.6339,30.1256,26.96,thermal_robust
1104065010101,629.8,127.05042003896548,37.541971042565045,118,95,104.1325,86.0381,18.0944,17.38,thermal_robust
1104065010201,452.9,127.05000994338756,37.54057226572581,112,90,99.7909,81.4696,18.3213,18.36,thermal_robust
1104065020004,0.5,127.0449095201436,37.54184668783222,175,84,138.8661,71.769,67.0971,48.32,thermal_prone
1104065020002,22.1,127.04708451452532,37.54210921370875,144,86,118.8893,76.0646,42.8247,36.02,moderate
1104065020003,232.9,127.047992659485,37.543454191554474,139,89,116.3598,79.1448,37.215,31.98,moderate
1104065020001,1150.2,127.04559571720011,37.54456718694228,192,86,150.9469,71.8607,79.0862,52.39,thermal_prone
1104065020101,538.5,127.04599008157304,37.5429389923056,145,86,119.7839,75.6973,44.0866,36.81,moderate
1104065020201,19.7,127.04646774387494,37.54471328548029,171,87,137.1139,74.098,63.0159,45.96,thermal_prone
1104065020202,81.3,127.04572763956423,37.54413447468609,172,86,137.1523,72.373,64.7793,47.23,thermal_prone
1104065020302,202.6,127.04535024390572,37.54205115174605,148,86,120.9174,75.2262,45.6912,37.79,moderate
1104065020301,95.5,127.04656156260717,37.54156546612831,136,86,113.6362,76.1942,37.442,32.95,moderate
1104065030006,30.2,127.04751076624432,37.53586122962179,99,86,84.8197,73.7594,11.0603,13.04,thermal_robust
1104065030005,427.5,127.04885980482904,37.53511388907572,99,86,84.8197,73.7594,11.0603,13.04,thermal_robust
1104065030004,305.0,127.0480762620899,37.53830607049977,102,88,89.804,76.9877,12.8163,14.27,thermal_robust
1104065030003,668.3,127.04989018320896,37.53763749487917,105,90,92.1152,79.2711,12.8441,13.94,thermal_robust
1104065030002,5.0,127.04614664949337,37.53612763184445,98,83,83.2267,69.6949,13.5318,16.26,thermal_robust
1104065030001,2295.3,127.03929282073044,37.54128206323307,153,0,115.5463,0.0,115.5463,100.0,thermal_prone
1104065030101,169.6,127.04247354953682,37.545794921098334,220,69,168.3922,52.4331,115.9591,68.86,thermal_prone
1104065030201,2.2,127.04632964841092,37.53765362572675,98,84,85.6502,73.0348,12.6154,14.73,thermal_robust
1104065040004,132.2,127.04726117135324,37.540044671346635,109,86,96.0485,76.7432,19.3053,20.1,thermal_robust
1104065040005,31.5,127.0442321786519,37.540968548971335,154,83,122.77,69.8936,52.8764,43.07,thermal_prone
1104065040001,78.6,127.04799470768224,37.5392610086722,106,85,93.3921,74.7166,18.6755,20.0,thermal_robust
1104065040002,480.6,127.05013192634726,37.538547121753766,107,90,95.5922,80.8571,14.7351,15.41,thermal_robust
1104065040003,396.4,127.05014344828884,37.53932704194098,107,90,95.8085,81.0386,14.7699,15.42,thermal_robust
1104065040101,1100.5,127.04502692005336,37.54003778575639,127,83,104.915,69.959,34.956,33.32,moderate
1104065040102,629.9,127.04569791103624,37.540508458672704,122,85,103.5992,74.5639,29.0353,28.03,moderate
1104065040103,1736.4,127.04451720771203,37.54056196156142,154,83,122.77,69.8936,52.8764,43.07,thermal_prone
1104065040201,456.5,127.04588830898632,37.54101977731413,150,85,122.5112,74.6223,47.8889,39.09,moderate
1104065040202,352.8,127.04476349054649,37.54131398910735,155,84,124.2396,71.9248,52.3148,42.11,moderate
1104066010003,560.4,127.04659284986708,37.55062405203698,235,83,182.0558,66.6984,115.3574,63.36,thermal_prone
1104066010002,30.7,127.04824210604444,37.54953887612787,211,94,164.5208,78.0682,86.4526,52.55,thermal_prone
1104066010005,28.3,127.04866819771064,37.55014338301212,209,91,161.6373,75.3986,86.2387,53.35,thermal_prone
1104066010004,70.2,127.0502670468629,37.54923480874102,177,98,139.9261,81.8875,58.0386,41.48,moderate
1104066010007,20.5,127.04637247396477,37.5483031625958,216,92,168.7567,76.2441,92.5126,54.82,thermal_prone
1104066010006,992.0,127.04943290898532,37.547440694030165,167,97,135.2875,83.0473,52.2402,38.61,moderate
1104066010009,457.1,127.04778848901532,37.551570020781405,237,89,184.1152,71.4533,112.6619,61.19,thermal_prone
1104066010008,856.5,127.05116835751726,37.55065894219968,188,96,146.4233,78.9958,67.4275,46.05,thermal_prone
1104066010010,36.8,127.04579156500276,37.54942649293482,219,85,169.5837,69.987,99.5967,58.73,thermal_prone
1104066010001,85.6,127.0448916838176,37.55125675417231,254,1,198.8374,0.9994,197.838,99.5,thermal_prone
1104066010104,272.9,127.04662871032276,37.549453288927396,216,86,167.3359,71.3066,96.0293,57.39,thermal_prone
1104066010101,80.4,127.04716871289338,37.54925153410999,197,86,151.9239,71.4497,80.4742,52.97,thermal_prone
1104066010103,638.6,127.0470475685329,37.550084703754486,220,85,169.6244,69.6885,99.9359,58.92,thermal_prone
1104066010102,110.0,127.04753891821036,37.54899087468355,200,87,154.3664,72.2975,82.0689,53.17,thermal_prone
1104066010201,5.6,127.05027883707112,37.54816713560343,162,98,130.5176,82.4749,48.0427,36.81,moderate
1104066010202,7.1,127.05008179944176,37.54861961087392,166,97,132.6956,81.1172,51.5784,38.87,moderate
1104066010401,1031.4,127.04897022872991,37.55084831794228,203,92,156.949,75.7245,81.2245,51.75,thermal_prone
1104066010402,131.0,127.04807089278457,37.55088603301496,217,91,167.4361,75.1201,92.316,55.14,thermal_prone
1104066010501,568.6,127.04905127883168,37.54766789482019,190,95,150.7696,82.3576,68.412,45.38,thermal_prone
1104066010601,796.1,127.04757338023852,37.54778023969579,183,94,144.7248,79.7409,64.9839,44.9,thermal_prone
1104066020006,144.2,127.04307220592972,37.55173556356492,256,0,198.4784,0.0,198.4784,100.0,thermal_prone
1104066020007,33.1,127.043710894468,37.5491499487547,231,79,179.2394,64.0781,115.1613,64.25,thermal_prone
1104066020004,3280.5,127.03807766147276,37.54878003283706,221,0,166.2692,0.0,166.2692,100.0,thermal_prone
1104066020005,317.0,127.04226972713865,37.546645549707826,223,69,171.0799,52.295,118.7849,69.43,thermal_prone
1104066020002,741.6,127.04259162959046,37.54862838062567,240,76,186.129,60.5452,125.5838,67.47,thermal_prone
1104066020003,845.7,127.04235476700688,37.54745570692431,233,71,178.8835,54.7191,124.1644,69.41,thermal_prone
1104066020001,8.1,127.0401814814328,37.54738232666061,239,66,182.0358,49.9663,132.0695,72.55,thermal_prone
1104066020008,124.9,127.04380806574858,37.54699478119112,233,75,180.0629,59.0324,121.0305,67.22,thermal_prone
1104066020101,6.7,127.04071617207065,37.5480515160872,250,71,191.5222,54.4978,137.0244,71.54,thermal_prone
1104066030002,1859.5,127.04566768481013,37.54695921058551,217,87,170.1101,73.0836,97.0265,57.04,thermal_prone
1104066030001,1224.8,127.04840593181189,37.54603397984286,173,94,140.355,83.2865,57.0685,40.66,moderate
1104066030101,294.8,127.0479585328322,37.54549997809491,174,91,140.4944,79.7909,60.7035,43.21,thermal_prone
1104067010001,1298.1,127.05368232846034,37.540461898620585,112,98,99.5197,88.2117,11.308,11.36,thermal_robust
1104067010003,264.3,127.0546736575163,37.54215011102966,113,98,100.7465,88.6955,12.051,11.96,thermal_robust
1104067010002,708.6,127.05289915864736,37.54232986148033,113,98,101.2449,89.0172,12.2277,12.08,thermal_robust
1104067010101,407.5,127.05154076564182,37.541439671133205,113,94,100.6531,84.8431,15.81,15.71,thermal_robust
1104067010102,16.4,127.052459435985,37.54114088781944,110,95,98.569,85.1784,13.3906,13.59,thermal_robust
1104067020002,231.5,127.0561062177044,37.539163237124136,111,98,97.3033,86.7691,10.5342,10.83,thermal_robust
1104067020003,1228.1,127.05861872652866,37.538690328515386,111,98,96.3847,86.4684,9.9163,10.29,thermal_robust
1104067020001,595.1,127.05969534006265,37.54022199798949,108,99,94.2027,86.8888,7.3139,7.76,thermal_robust
1104067020006,2174.7,127.06127416513807,37.53910470863352,104,96,88.245,81.682,6.563,7.44,thermal_robust
1104067020004,182.3,127.0573603568038,37.54073832193406,112,98,98.3754,87.9266,10.4488,10.62,thermal_robust
1104067020005,1387.1,127.06040642117075,37.53907563247825,103,95,85.9359,79.5128,6.4231,7.47,thermal_robust
1104067020101,1.6,127.05730740205284,37.53920668492724,111,98,96.8029,86.6893,10.1136,10.45,thermal_robust
1104067030009,6.3,127.05782580548409,37.53740165639352,111,98,95.4476,85.0121,10.4355,10.93,thermal_robust
1104067030012,688.8,127.055305701224,37.538070251479496,111,96,97.2673,85.4499,11.8174,12.15,thermal_robust
1104067030011,13.7,127.05671744588658,37.537671663182245,111,98,95.9802,84.9073,11.0729,11.54,thermal_robust
1104067030007,518.5,127.05510567566688,37.53712047108296,110,97,95.6121,84.9611,10.651,11.14,thermal_robust
1104067030006,413.5,127.05726512145768,37.53233429525379,76,0,59.8376,0.0,59.8376,100.0,thermal_prone
1104067030005,1039.5,127.05972970488284,37.53684806936768,104,93,87.5659,77.771,9.7949,11.19,thermal_robust
1104067030004,335.8,127.05663311316174,37.53520333070754,99,89,82.7155,75.207,7.5085,9.08,thermal_robust
1104067030003,279.2,127.05512161010638,37.53236242085596,0,0,0.0,0.0,0.0,0.0,no_access
1104067030002,68.5,127.05407480539918,37.53582798407933,106,92,90.4004,79.2768,11.1236,12.3,thermal_robust
1104067030001,25.2,127.05974818155786,37.53594876754527,101,92,84.4031,76.0097,8.3934,9.94,thermal_robust
1104067030008,215.4,127.05542084124892,37.53632724556764,109,95,92.5504,81.958,10.5924,11.45,thermal_robust
1104067030010,169.5,127.05746298505606,37.536073713285575,111,97,93.9662,82.8743,11.0919,11.8,thermal_robust
1104067030201,4.8,127.05840381760596,37.53720963324587,108,92,91.2521,75.9551,15.297,16.76,thermal_robust
1104067030301,592.2,127.05360153152913,37.53294597399344,0,0,0.0,0.0,0.0,0.0,no_access
1104067030401,458.1,127.05703599175972,37.53523581431892,98,88,80.9829,73.3903,7.5926,9.38,thermal_robust
1104067030501,217.4,127.05760165852423,37.535254667751815,104,94,87.2381,79.2432,7.9949,9.16,thermal_robust
1104067040006,471.5,127.05300394248984,37.5368058459785,107,93,92.835,81.4273,11.4077,12.29,thermal_robust
1104067040001,547.8,127.05206509010158,37.53703284444647,106,91,92.462,80.1436,12.3184,13.32,thermal_robust
1104067040002,14.7,127.05272130372607,37.53887648428726,109,95,96.2372,84.5937,11.6435,12.1,thermal_robust
1104067040003,623.9,127.05052275367478,37.53439179760168,104,90,88.869,77.6919,11.1771,12.58,thermal_robust
1104067040004,25.8,127.05224444540876,37.53804935190181,107,92,94.7925,81.998,12.7945,13.5,thermal_robust
1104067040005,988.7,127.053971138094,37.537763185102385,108,94,94.8771,82.5222,12.3549,13.02,thermal_robust
1104067040101,544.2,127.0519538776556,37.53357206024032,0,0,0.0,0.0,0.0,0.0,no_access
1104067040201,405.5,127.05098294757715,37.536389360795425,104,90,88.869,77.6919,11.1771,12.58,thermal_robust
1104068010004,1137.7,127.05481343450384,37.54934401532432,139,99,112.8004,83.3692,29.4312,26.09,thermal_robust
1104068010006,3.4,127.05628217127318,37.54663024963194,127,99,106.796,86.4766,20.3194,19.03,thermal_robust
1104068010001,382.0,127.05262212804357,37.54967446094849,165,98,128.7686,79.2065,49.5621,38.49,moderate
1104068010003,220.4,127.05340937825794,37.54886072822216,146,99,118.3431,82.8978,35.4453,29.95,moderate
1104068010002,1925.4,127.0535827395243,37.54653903757426,130,98,105.7374,81.7732,23.9642,22.66,thermal_robust
1104068010005,754.5,127.05624152990264,37.548221002326414,122,99,101.4068,84.6917,16.7151,16.48,thermal_robust
1104068010101,502.3,127.05614123792738,37.54714960855138,127,99,106.796,86.4766,20.3194,19.03,thermal_robust
1104068010103,573.3,127.05711693110042,37.54740903778673,116,100,97.1666,85.665,11.5016,11.84,thermal_robust
1104068010102,642.1,127.05716677779964,37.54689212359867,115,100,98.2138,87.4075,10.8063,11.0,thermal_robust
1104068010104,386.7,127.05627292919128,37.54796042868696,122,99,101.4068,84.6917,16.7151,16.48,thermal_robust
1104068010201,20.7,127.05551152024428,37.54598249091236,117,99,101.5553,88.2862,13.2691,13.07,thermal_robust
1104068010203,469.9,127.05632867947811,37.54570094601138,111,99,96.5726,87.1544,9.4182,9.75,thermal_robust
1104068010202,42.6,127.05602219234648,37.54659059621751,126,99,105.9464,85.9097,20.0367,18.91,thermal_robust
1104068010301,10.5,127.0517533325596,37.548445635820904,159,98,128.7728,83.317,45.4558,35.3,moderate
1104068020002,912.3,127.06166324119248,37.54390369521867,108,100,91.3054,85.5213,5.7841,6.33,thermal_robust
1104068020001,10281.8,127.06205362777476,37.546554100226544,102,98,84.5095,81.2764,3.2331,3.83,thermal_robust
1104068020101,2094.6,127.06540623802624,37.545416349741906,88,85,72.5284,69.969,2.5594,3.53,thermal_robust
1104068020301,219.4,127.05977211460444,37.54663600981234,109,100,91.6547,85.2095,6.4452,7.03,thermal_robust
1104068030003,897.5,127.05430081380848,37.544244639008454,118,98,103.649,88.828,14.821,14.3,thermal_robust
1104068030002,404.2,127.05328980192913,37.5438675673003,126,98,109.4251,88.6057,20.8194,19.03,thermal_robust
1104068030001,670.7,127.05078768648706,37.54464346819336,140,95,117.6455,85.1129,32.5326,27.65,moderate
1104068030101,3.3,127.05314120009211,37.54368330519074,126,98,109.5464,88.6522,20.8942,19.07,thermal_robust
1104068040001,294.4,127.06005550995236,37.54220476701404,107,99,93.4446,87.0005,6.4441,6.9,thermal_robust
1104069010009,568.9,127.07223355777944,37.55890835173092,23,23,18.2005,18.1546,0.0459,0.25,thermal_robust
1104069010008,733.2,127.06673988220216,37.55040294958318,77,72,60.0994,56.1846,3.9148,6.51,thermal_robust
1104069010006,705.7,127.06689102911034,37.55126570722243,69,67,53.939,51.9641,1.9749,3.66,thermal_robust
1104069010001,347.8,127.07026406441136,37.55428760820733,39,35,31.2203,28.6143,2.606,8.35,thermal_robust
1104069010003,367.5,127.06574775024464,37.551530189559585,81,77,62.6926,59.4082,3.2844,5.24,thermal_robust
1104069010002,704.9,127.06861743971312,37.55156005346737,61,56,47.5531,43.995,3.5581,7.48,thermal_robust
1104069010005,849.8,127.07177709463195,37.556631558779785,31,29,24.5709,23.2787,1.2922,5.26,thermal_robust
1104069010004,1046.2,127.07059193941872,37.557422473125165,31,28,24.1846,22.2364,1.9482,8.06,thermal_robust
1104069010007,454.5,127.0675306110452,37.5497047721624,69,67,54.7855,52.8404,1.9451,3.55,thermal_robust
1104069010012,328.9,127.06785815630016,37.55222364054608,66,60,50.7886,46.5141,4.2745,8.42,thermal_robust
1104069010011,948.3,127.06792966131816,37.5505814226924,68,64,52.8832,49.8588,3.0244,5.72,thermal_robust
1104069010014,197.4,127.06733919171825,37.553411990412506,55,51,42.9459,40.0602,2.8857,6.72,thermal_robust
1104069010013,451.4,127.06825374606562,37.554692743681706,12,0,8.6969,0.0,8.6969,100.0,thermal_prone
1104069010010,588.1,127.06954952972656,37.55497243263847,35,33,28.6947,27.277,1.4177,4.94,thermal_robust
1104069010101,520.4,127.07052706439416,37.55570543195329,33,33,26.7331,26.6097,0.1234,0.46,thermal_robust
1104069010102,442.2,127.06993672903748,37.556382807591,33,33,26.2455,26.0766,0.1689,0.64,thermal_robust
1104069010201,431.0,127.06909532832452,37.55254899944965,55,54,43.1308,42.1092,1.0216,2.37,thermal_robust
1104069010202,12.9,127.06940521474232,37.55322151091737,45,41,36.0013,33.2162,2.7851,7.74,thermal_robust
1104069020001,3.1,127.06317395117595,37.548861892649064,94,90,75.2952,71.8563,3.4389,4.57,thermal_robust
1104069020004,57.5,127.064481638324,37.54961793437435,89,86,70.4663,67.6933,2.773,3.94,thermal_robust
1104069020005,718.1,127.0555894368475,37.55049707659016,147,100,116.6698,79.7282,36.9416,31.66,moderate
1104069020002,13.8,127.06604485826934,37.54939208715305,83,80,65.6067,62.766,2.8407,4.33,thermal_robust
1104069020003,11.6,127.06641868350016,37.548709470181954,84,78,66.7481,61.1043,5.6438,8.46,thermal_robust
1104070010004,1294.9,127.0579559419022,37.56175629449497,64,13,48.295,12.2859,36.0091,74.56,thermal_prone
1104070010001,487.3,127.06962539732656,37.55898266721672,9,0,6.5054,0.0,6.5054,100.0,thermal_prone
1104070010003,71.6,127.06273411416711,37.561341428772984,31,13,24.461,12.2048,12.2562,50.11,thermal_prone
1104070010002,3818.8,127.061611014963,37.5560305110464,22,0,16.6937,0.0,16.6937,100.0,thermal_prone
1104070020025,325.9,127.05261164699836,37.56192079225632,118,13,91.4391,11.6414,79.7977,87.27,thermal_prone
1104070020022,591.7,127.05258837279548,37.56464841638034,95,13,72.9264,11.7692,61.1572,83.86,thermal_prone
1104070020023,263.7,127.05155091915891,37.565851651260125,96,13,73.4987,11.5439,61.9548,84.29,thermal_prone
1104070020020,408.4,127.05096766151456,37.56477170030061,113,13,86.9934,11.4568,75.5366,86.83,thermal_prone
1104070020021,433.5,127.05385569915816,37.56172160461722,115,13,88.97,11.8086,77.1614,86.73,thermal_prone
1104070020008,161.4,127.05424616766184,37.56122007754328,107,13,82.8057,11.815,70.9907,85.73,thermal_prone
1104070020009,1037.7,127.05380883670446,37.562875585167546,110,13,85.6184,11.9769,73.6415,86.01,thermal_prone
1104070020016,240.5,127.04891735006078,37.56626638827937,88,0,67.144,0.0,67.144,100.0,thermal_prone
1104070020017,251.5,127.0553448900619,37.56374117193607,95,13,73.2577,12.1549,61.1028,83.41,thermal_prone
1104070020014,224.6,127.05194799309656,37.563097776110766,133,13,105.2554,11.617,93.6384,88.96,thermal_prone
1104070020015,241.6,127.04869600665224,37.56716415066661,88,0,67.144,0.0,67.144,100.0,thermal_prone
1104070020012,706.1,127.05324724329776,37.56588122274947,98,13,75.171,11.7643,63.4067,84.35,thermal_prone
1104070020013,200.1,127.05483842577344,37.5625071825331,105,13,81.4516,12.0317,69.4199,85.23,thermal_prone
1104070020010,545.0,127.05181080807814,37.5637762534071,108,13,83.4387,11.5866,71.8521,86.11,thermal_prone
1104070020011,292.9,127.05465724598812,37.56438940534661,101,13,77.481,12.0336,65.4474,84.47,thermal_prone
1104070020024,418.2,127.04963652547644,37.56524203744664,115,13,88.4012,11.2461,77.1551,87.28,thermal_prone
1104070020019,498.5,127.0449322850117,37.570564933388845,60,0,44.4975,0.0,44.4975,100.0,thermal_prone
1104070020018,474.6,127.05139423127338,37.56678973729973,77,13,58.6246,11.3725,47.2521,80.6,thermal_prone
1104070020001,975.6,127.0505513406721,37.56696936908715,85,13,64.3835,11.4629,52.9206,82.2,thermal_prone
1104070020006,373.3,127.04972286494348,37.56817235989377,63,9,45.3132,7.5192,37.794,83.41,thermal_prone
1104070020007,655.6,127.05034403149574,37.563851692546926,122,13,94.363,11.2637,83.0993,88.06,thermal_prone
1104070020004,196.0,127.05331734403715,37.5643291580201,119,13,92.8714,11.8829,80.9885,87.2,thermal_prone
1104070020005,441.8,127.0532749036714,37.5634672511278,119,13,92.9755,11.8848,81.0907,87.22,thermal_prone
1104070020002,470.5,127.05284955671382,37.56289340175349,125,13,99.0419,11.6942,87.3477,88.19,thermal_prone
1104070020003,622.1,127.053103382476,37.55646485367276,73,9,54.5873,7.1989,47.3884,86.81,thermal_prone
1104070020301,124.4,127.05546235420348,37.56317227371194,89,13,68.6973,12.2043,56.493,82.23,thermal_prone
1104071010001,443.2,127.0311783635082,37.56732357580982,235,186,184.7841,148.1701,36.614,19.81,thermal_robust
1104071010002,752.6,127.03308384741392,37.567178012820854,233,187,185.0753,149.7812,35.2941,19.07,thermal_robust
1104071010201,291.8,127.03135204853484,37.56742357798932,235,186,184.7841,148.1701,36.614,19.81,thermal_robust
1104071010303,264.8,127.03077049727594,37.56932922619286,185,149,142.7768,115.3424,27.4344,19.21,thermal_robust
1104071010302,668.8,127.03136461783072,37.56819839191567,192,157,150.2258,123.4654,26.7604,17.81,thermal_robust
1104071010305,181.4,127.03077594245455,37.568628788020895,191,156,148.0938,121.3708,26.723,18.04,thermal_robust
1104071010304,482.4,127.03216768970626,37.568728817844274,202,164,157.9991,129.4187,28.5804,18.09,thermal_robust
1104071010307,401.0,127.03198709401968,37.569554162518656,182,145,142.2659,114.7769,27.489,19.32,thermal_robust
1104071010306,2.3,127.03327816551992,37.56880007781599,207,172,161.8329,134.8304,27.0025,16.69,thermal_robust
1104071010301,48.5,127.0327625957592,37.56906690858593,197,163,154.4703,128.3659,26.1044,16.9,thermal_robust
1104071020001,338.6,127.02696100106976,37.57042537779117,126,99,97.0397,77.3352,19.7045,20.31,thermal_robust
1104071020002,7.2,127.02776503358166,37.56759788424431,194,111,150.2821,84.8628,65.4193,43.53,thermal_prone
1104071020003,49.2,127.0247032750856,37.56790615085938,106,70,80.5509,54.6997,25.8512,32.09,moderate
1104071020103,7.4,127.02489871139753,37.57037003377156,106,84,81.1332,64.9581,16.1751,19.94,thermal_robust
1104071020101,429.1,127.02386863909584,37.56874993357245,123,91,93.7403,69.582,24.1583,25.77,thermal_robust
1104071020106,760.8,127.02444129850409,37.569575438615125,114,87,86.9511,66.3589,20.5922,23.68,thermal_robust
1104071020104,1166.9,127.02499538584732,37.568548019656546,136,106,104.2097,80.4661,23.7436,22.78,thermal_robust
1104071020105,2194.0,127.02380472007124,37.570280442622746,99,81,75.8132,62.3044,13.5088,17.82,thermal_robust
1104071020102,472.7,127.02556790304538,37.5696126476793,135,103,103.595,79.36,24.235,23.39,thermal_robust
1104071020204,1852.1,127.0282697605273,37.56871716099635,167,114,129.6079,88.4563,41.1516,31.75,moderate
1104071020205,796.5,127.02915798200677,37.56823833465614,154,89,119.0257,69.0728,49.9529,41.97,moderate
1104071020202,330.3,127.0285879184304,37.56760165980986,186,100,143.9354,77.3819,66.5535,46.24,thermal_prone
1104071020203,201.4,127.0285810624924,37.569326957306394,162,126,126.3947,98.1009,28.2938,22.39,thermal_robust
1104071020201,57.3,127.0296533678224,37.56743256778422,211,91,165.5147,70.5274,94.9873,57.39,thermal_prone
1104071020208,293.0,127.02674867545284,37.567884599966966,163,120,126.458,90.9504,35.5076,28.08,moderate
1104071020206,2107.2,127.02677495731793,37.56923739775433,148,101,113.9377,78.775,35.1627,30.86,moderate
1104071020207,3.9,127.02979216766666,37.56887604779891,179,99,137.5904,77.0299,60.5605,44.02,thermal_prone
1104071030001,7217.6,127.0268027182717,37.5661029567738,192,166,148.5089,126.5693,21.9396,14.77,thermal_robust
1104071040002,626.7,127.03379690707618,37.56588186633499,255,201,205.6745,163.7015,41.973,20.41,thermal_robust
1104071040003,832.8,127.03214753815216,37.56401519467928,263,208,216.6321,170.5891,46.043,21.25,thermal_robust
1104071040008,368.6,127.03101094143204,37.56620238218801,248,198,196.8129,158.445,38.3679,19.49,thermal_robust
1104071040009,1213.8,127.03551060084251,37.56527015164402,256,196,209.7211,161.0286,48.6925,23.22,thermal_robust
1104071040010,1149.1,127.0334035702369,37.564165386748336,264,207,215.8875,168.9565,46.931,21.74,thermal_robust
1104071040011,35.0,127.0345199055517,37.56335174576866,267,207,222.1222,170.0125,52.1097,23.46,thermal_robust
1104071040004,101.6,127.03374403113526,37.563108455887864,271,209,225.2355,172.1033,53.1322,23.59,thermal_robust
1104071040005,447.7,127.03180193075244,37.56575649147055,254,202,204.5393,163.7995,40.7398,19.92,thermal_robust
1104071040006,963.9,127.03303514496216,37.5650846181552,260,207,212.6414,169.7273,42.9141,20.18,thermal_robust
1104071040007,595.4,127.03088312329928,37.56462061046357,256,204,208.7048,165.335,43.3698,20.78,thermal_robust
1104071040001,2385.9,127.03536267387273,37.56282187107659,270,204,223.9376,166.6723,57.2653,25.57,thermal_robust
1104071040301,67.7,127.0349663634146,37.564650851821995,258,202,211.2036,165.0334,46.1702,21.86,thermal_robust
1104071040302,12.0,127.03490296039104,37.56423681388347,264,205,217.995,168.4471,49.5479,22.73,thermal_robust
1104072010013,242.6,127.02187449656849,37.55204908124914,266,182,222.4049,152.3189,70.086,31.51,moderate
1104072010012,61.8,127.0198426587487,37.55013248904789,242,174,206.1587,142.0249,64.1338,31.11,moderate
1104072010015,94.1,127.0207315842642,37.55112865804376,254,184,214.6007,152.8396,61.7611,28.78,moderate
1104072010014,279.0,127.02474938773568,37.54984138050863,250,165,214.6692,137.7842,76.885,35.82,moderate
1104072010017,4.5,127.0213745939654,37.55053807490552,250,187,213.0341,154.7618,58.2723,27.35,moderate
1104072010016,1364.6,127.02107754797548,37.55240321114866,266,182,222.4049,152.3189,70.086,31.51,moderate
1104072010009,265.5,127.02386725804055,37.5483998714945,259,143,224.2764,118.8472,105.4292,47.01,thermal_prone
1104072010008,543.5,127.02014673776044,37.553024726280206,274,186,230.2287,156.3827,73.846,32.08,moderate
1104072010001,30.0,127.02309389298506,37.549575742791234,245,167,211.0862,140.3344,70.7518,33.52,moderate
1104072010002,147.1,127.02529349150674,37.54911287863538,259,162,222.403,135.6763,86.7267,39.0,moderate
1104072010003,840.6,127.02183328322418,37.5489485882012,244,187,212.2359,154.8506,57.3853,27.04,thermal_robust
1104072010004,1671.9,127.0200549940723,37.55134857960758,248,181,208.1873,148.8493,59.338,28.5,moderate
1104072010005,190.3,127.02244252006516,37.55149329118439,264,175,224.1073,146.4926,77.6147,34.63,moderate
1104072010006,1067.9,127.02043780757546,37.548658687573,242,186,209.359,153.855,55.504,26.51,thermal_robust
1104072010007,250.9,127.02326580898784,37.55039230623071,256,167,219.3785,140.8386,78.5399,35.8,moderate
1104072010011,116.2,127.02399803976058,37.54988714937002,249,167,214.6541,140.2382,74.4159,34.67,moderate
1104072010010,9.6,127.02351758963304,37.54903294051368,247,166,212.8488,139.2663,73.5825,34.57,moderate
1104072010101,796.8,127.02371727776178,37.55145709932784,273,162,226.4409,134.6816,91.7593,40.52,moderate
1104072010103,474.8,127.02526787794508,37.550492225077434,281,158,239.4023,133.2464,106.1559,44.34,thermal_prone
1104072010102,337.3,127.02430451174448,37.55105671600109,244,154,205.2691,127.9997,77.2694,37.64,moderate
1104072010104,754.5,127.0247510320084,37.55187092654659,273,162,226.4409,134.6816,91.7593,40.52,moderate
1104072010202,277.5,127.02289850821435,37.55129688466414,271,170,229.1205,142.6467,86.4738,37.74,moderate
1104072010201,599.5,127.02318044971504,37.55194596282645,274,170,228.4508,140.391,88.0598,38.55,moderate
1104072010301,284.8,127.02298606835232,37.55279586664068,274,170,228.4508,140.391,88.0598,38.55,moderate
